  IJet   Q2_min   Q2_max   Pt_min   Pt_max    Sigma stat.(%)  sys.(%)  tot.(%)      had  had.err       EW  JES(up)  JES(dn) EHFS(up) EHFS(dn) LArN(up) LArN(dn) Trig(up) Trig(dn) Lumi(up) Lumi(dn) TrCl(up) TrCl(dn) Mod1(up) Mod1(dn)   Ee1(up)  Ee1(dn) ThE1(up) ThE1(dn) IDe1(up) IDe1(dn) Mod2(up) Mod2(dn)   Ee2(up)  Ee2(dn) ThE2(up) ThE2(dn) IDe2(up) IDe2(dn) Mod3(up) Mod3(dn)   Ee3(up)  Ee3(dn) ThE3(up) ThE3(dn) IDe3(up) IDe3(dn) Mod4(up) Mod4(dn)   Ee4(up)  Ee4(dn) ThE4(up) ThE4(dn) IDe4(up) IDe4(dn) Mod5(up) Mod5(dn)   Ee5(up)  Ee5(dn) ThE5(up) ThE5(dn) IDe5(up) IDe5(dn) Mod6(up) Mod6(dn)   Ee6(up)  Ee6(dn) ThE6(up) ThE6(dn) IDe6(up) IDe6(dn) Bkgd(up) Bkgd(dn)  UnCorrSys
     2      200      270       18       30   2.9463      7.4      5.8      9.4     0.97      1.0     1.00     3.71    -3.38     0.08    -0.23     0.60    -0.60     1.20    -1.20     2.50    -2.50     1.00    -1.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     3.97    -3.97     -0.12     0.12    -0.28     0.22     0.48    -0.48     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00    -0.00     0.00
     2      200      270       30       50   0.3824     18.1     13.7     22.7     0.95      1.9     1.00     6.24    -4.30    -0.22    -0.11     0.60    -0.60     1.20    -1.20     2.50    -2.50     1.00    -1.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00    12.43   -12.43     -0.02     0.06    -0.38     0.15     0.49    -0.49     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00    -0.00     0.00
     2      270      400        7       11  18.3413      3.9      2.8      4.8     0.93      1.2     1.00    -0.04    -0.00     1.13    -1.10     0.60    -0.60     1.20    -1.20     2.50    -2.50     1.00    -1.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     1.05    -1.05     -0.51     0.54    -0.28     0.25     0.45    -0.45     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00    -0.00     0.00
     2      270      400       11       18  11.3217      6.1      4.9      7.8     0.98      0.9     1.00     2.20    -2.19     0.35    -0.31     0.60    -0.60     1.20    -1.20     2.50    -2.50     1.00    -1.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     3.72    -3.72     -0.58     0.51    -0.28     0.29     0.45    -0.45     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00    -0.00     0.00
     2      270      400       18       30   3.7969      6.0      4.3      7.4     0.97      0.8     1.00     3.33    -3.59     0.06    -0.08     0.60    -0.60     1.20    -1.20     2.50    -2.50     1.00    -1.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     1.22    -1.22     -0.44     0.09    -0.13    -0.05     0.43    -0.43     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00    -0.00     0.00
     2      270      400       30       50   0.3442     20.5      9.3     22.5     0.96      0.4     1.00     4.87    -6.38     0.01    -0.32     0.60    -0.60     1.20    -1.20     2.50    -2.50     1.00    -1.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00    -7.01     7.01     -0.24    -0.60    -0.25    -0.18     0.41    -0.41     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00    -0.00     0.00
     2      400      700        7       11  16.6655      4.1      2.5      4.8     0.92      1.1     1.00     0.12     0.05     0.90    -0.79     0.60    -0.60     1.20    -1.20     2.50    -2.50     1.00    -1.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.74    -0.74     -0.29     0.36    -0.15     0.22     0.39    -0.39     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00    -0.00     0.00
     2      400      700       11       18  10.8409      6.3      4.7      7.8     0.97      0.9     1.00     1.85    -2.19     0.31    -0.42     0.60    -0.60     1.20    -1.20     2.50    -2.50     1.00    -1.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     3.52    -3.52     -0.53     0.57    -0.12     0.10     0.37    -0.37     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00    -0.00     0.00
     2      400      700       18       30   3.6462      6.2      4.5      7.7     0.98      0.5     1.00     3.23    -3.32     0.13    -0.08     0.60    -0.60     1.20    -1.20     2.50    -2.50     1.00    -1.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     2.21    -2.21     -0.33     0.38    -0.08     0.18     0.32    -0.32     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00    -0.00     0.00
     2      400      700       30       50   0.3793     20.4      7.1     21.6     0.96      0.3     1.00     5.48    -5.80     0.03    -0.05     0.60    -0.60     1.20    -1.20     2.50    -2.50     1.00    -1.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00    -3.68     3.68     -0.35     0.31     0.03    -0.11     0.25    -0.25     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00    -0.00     0.00
     2      700     5000        7       11  14.8576      4.4      2.9      5.3     0.92      0.6     1.02    -0.41     0.46     0.62    -0.52     0.60    -0.60     1.20    -1.20     2.50    -2.50     1.00    -1.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     1.04    -1.04      0.77    -0.64    -0.38     0.39     1.17    -1.17     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00    -0.00     0.00
     2      700     5000       11       18  13.2436      5.1      3.6      6.2     0.96      0.3     1.02     1.46    -1.49     0.16    -0.13     0.60    -0.60     1.20    -1.20     2.50    -2.50     1.00    -1.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     2.06    -2.06     -0.31     0.28    -0.47     0.48     1.14    -1.14     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00    -0.00     0.00
     2      700     5000       18       30   4.7710      5.4      6.1      8.2     0.98      0.4     1.03     2.55    -2.56     0.15    -0.10     0.60    -0.60     1.20    -1.20     2.50    -2.50     1.00    -1.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     4.99    -4.99     -0.24     0.31    -0.36     0.34     1.08    -1.08     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00    -0.00     0.00
     2      700     5000       30       50   0.9571     10.3      5.6     11.7     0.96      0.7     1.01     4.72    -4.53     0.03     0.16     0.60    -0.60     1.20    -1.20     2.50    -2.50     1.00    -1.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     2.03    -2.03     -0.37     0.05    -0.12     0.09     1.04    -1.04     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00    -0.00     0.00
     2     5000    15000        7       11   0.7295     23.0      4.0     23.3     0.89      0.2     1.11    -0.33     0.78     0.08    -0.50     0.60    -0.60     1.20    -1.20     2.50    -2.50     1.00    -1.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00    -2.16     2.16      1.07    -1.42    -0.13     0.67     2.14    -2.14     0.00    -0.00     0.00
     2     5000    15000       11       18   0.8453     20.1     10.2     22.5     0.95      0.5     1.11     2.81    -0.63     0.20    -0.10     0.60    -0.60     1.20    -1.20     2.50    -2.50     1.00    -1.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     9.49    -9.49     -0.14     2.38    -0.37     1.77     1.82    -1.82     0.00    -0.00     0.00
     2     5000    15000       18       30   0.3487     19.3      6.0     20.2     0.97      0.8     1.11     1.39    -2.63     0.18    -0.44     0.60    -0.60     1.20    -1.20     2.50    -2.50     1.00    -1.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00    -4.82     4.82      0.05    -1.13    -1.25     0.27     1.85    -1.85     0.00    -0.00     0.00
     2     5000    15000       30       50   0.1469     26.9      8.5     28.2     0.98      1.0     1.11     3.09    -1.73    -0.01     0.20     0.60    -0.60     1.20    -1.20     2.50    -2.50     1.00    -1.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00    -7.54     7.54      1.68    -0.39     1.01    -0.26     1.83    -1.83     0.00    -0.00     0.00
     3      150      200        7       11   4.8601      8.9      5.1     10.3     0.79      5.3     1.00    -0.91     1.19     3.50    -3.28     0.90    -0.90     1.20    -1.20     2.50    -2.50     1.00    -1.00     2.86    -2.86     -0.24     0.26    -0.17     0.35     0.46    -0.46     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00    -0.00     0.00
     3      150      200       11       18   2.6536      8.6      4.5      9.7     0.85      4.3     1.00     2.98    -3.30     1.00    -1.17     0.90    -0.90     1.20    -1.20     2.50    -2.50     1.00    -1.00     1.83    -1.83      0.21     0.03    -0.45     0.26     0.46    -0.46     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00    -0.00     0.00
     3      150      200       18       30   0.4365     18.0      8.4     19.9     0.89      3.6     1.00     4.40    -4.78     0.37    -0.13     0.90    -0.90     1.20    -1.20     2.50    -2.50     1.00    -1.00     6.65    -6.65     -0.96    -0.02     0.30    -0.13     0.46    -0.46     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00    -0.00     0.00
     3      200      270        7       11   3.2776     11.1      4.9     12.1     0.78      5.0     1.00    -1.46     1.04     3.28    -3.85     0.90    -0.90     1.20    -1.20     2.50    -2.50     1.00    -1.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00    -2.01     2.01     -0.17     0.30    -0.45     0.41     0.46    -0.46     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00    -0.00     0.00
     3      200      270       11       18   2.0566      9.2      5.7     10.8     0.84      4.4     1.00     2.91    -2.98     1.35    -1.39     0.90    -0.90     1.20    -1.20     2.50    -2.50     1.00    -1.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     4.04    -4.04     -0.29     0.12    -0.20     0.15     0.47    -0.47     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00    -0.00     0.00
     3      200      270       18       30   0.4284     17.5      5.5     18.3     0.89      2.7     1.00     4.82    -4.48     0.72    -0.64     0.90    -0.90     1.20    -1.20     2.50    -2.50     1.00    -1.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00    -1.24     1.24      1.12    -0.33    -0.68     0.51     0.48    -0.48     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00    -0.00     0.00
     3      270      400        7       11   3.4557     10.5      5.1     11.7     0.78      4.6     1.00    -1.18     1.16     3.55    -3.59     0.90    -0.90     1.20    -1.20     2.50    -2.50     1.00    -1.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00    -2.47     2.47     -0.17     0.50    -0.25     0.23     0.42    -0.42     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00    -0.00     0.00
     3      270      400       11       18   2.6463      8.0      6.5     10.3     0.85      3.7     1.00     2.47    -2.76     1.26    -1.44     0.90    -0.90     1.20    -1.20     2.50    -2.50     1.00    -1.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     5.27    -5.27     -0.74     0.49    -0.01     0.14     0.40    -0.40     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00    -0.00     0.00
     3      270      400       18       30   0.5073     16.8      7.2     18.3     0.87      2.3     1.00     5.86    -5.45     0.71    -0.56     0.90    -0.90     1.20    -1.20     2.50    -2.50     1.00    -1.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00    -3.79     3.79     -1.00     0.10     0.05    -0.62     0.37    -0.37     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00    -0.00     0.00
     3      400      700        7       11   3.0629     11.2      7.6     13.5     0.77      4.1     1.00    -0.89     0.79     3.29    -2.98     0.90    -0.90     1.20    -1.20     2.50    -2.50     1.00    -1.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00    -6.48     6.48     -0.40     0.27    -0.13     0.04     0.33    -0.33     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00    -0.00     0.00
     3      400      700       11       18   2.8321      7.4      7.3     10.4     0.85      3.6     1.00     2.36    -2.38     1.22    -1.31     0.90    -0.90     1.20    -1.20     2.50    -2.50     1.00    -1.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     6.37    -6.37     -0.84     0.85    -0.05     0.09     0.26    -0.26     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00    -0.00     0.00
     3      400      700       18       30   0.6856     13.8      7.5     15.7     0.87      2.3     1.00     6.02    -5.98     0.86    -0.41     0.90    -0.90     1.20    -1.20     2.50    -2.50     1.00    -1.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     3.84    -3.84     -0.29     0.49     0.08     0.09     0.14    -0.14     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00    -0.00     0.00
     3      700     5000        7       11   3.2303      9.8      7.1     12.1     0.77      3.5     1.03    -1.62     1.57     1.98    -2.05     0.90    -0.90     1.20    -1.20     2.50    -2.50     1.00    -1.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00    -5.93     5.93      1.32    -1.12    -0.32     0.39     1.44    -1.44     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00    -0.00     0.00
     3      700     5000       11       18   2.9053      7.4      6.2      9.7     0.83      2.9     1.03     1.50    -1.64     1.00    -0.87     0.90    -0.90     1.20    -1.20     2.50    -2.50     1.00    -1.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     5.29    -5.29     -0.21     0.48    -0.45     0.34     1.26    -1.26     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00    -0.00     0.00
     3      700     5000       18       30   0.6608     14.5     14.5     20.5     0.86      2.2     1.03     4.82    -4.62     0.46    -0.65     0.90    -0.90     1.20    -1.20     2.50    -2.50     1.00    -1.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00    13.46   -13.46     -0.97     0.58    -0.00     0.02     1.09    -1.09     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00    -0.00     0.00
     3     5000    15000       11       18   0.1210     37.9      5.5     38.3     0.82      0.8     1.12     0.04     0.00     1.11    -0.87     0.90    -0.90     1.20    -1.20     2.50    -2.50     1.00    -1.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00      0.00     0.00     0.00     0.00     0.00     0.00     4.23    -4.23      1.43    -0.49    -0.16     0.81     2.16    -2.16     0.00    -0.00     0.00
}}


Subsets {

}

Cuts { }


ErrorSet        "H1Hera-II"   # errors are labelled as "<ErrorSet>_<Name>", and are correlated with other of the same name of other datasets 
ErrorUnit         Percent     # Are errors given as: "Absolute", "Relative", "Percent"

Errors {{
ErrorName      Column           Correlation     Nature
 "Stat"     "stat.(%)"            Matrix          P
 "JES"     "JES(up):JES(dn)"        0.5           M
  RCES     "EHFS(up):EHFS(dn)"      0.5           M
  LArN     "LArN(up):LArN(dn)"      1             M
  Lumi           2.5                1             M
  Trig           1.2                1             M
  TrCl           1.0                1             M

 "Mod1"     "Mod1(up):Mod1(dn)"     0.25           M
 "Mod2"     "Mod2(up):Mod2(dn)"     0.25           M
 "Mod3"     "Mod3(up):Mod3(dn)"     0.25           M
 "Mod4"     "Mod4(up):Mod4(dn)"     0.25           M
 "Mod5"     "Mod5(up):Mod5(dn)"     0.25           M
 "Mod6"     "Mod6(up):Mod6(dn)"     0.25           M

 "Ee1"      "Ee1(up):Ee1(dn)"       1              M
 "ThE1"     "ThE1(up):ThE1(dn)"     1              M
 "IDe1"     "IDe1(up):IDe1(dn)"     1              M

 "Ee2"      "Ee2(up):Ee2(dn)"       1              M
 "ThE2"     "ThE2(up):ThE2(dn)"     1              M
 "IDe2"     "IDe2(up):IDe2(dn)"     1              M

 "Ee3"      "Ee3(up):Ee3(dn)"       1              M
 "ThE3"     "ThE3(up):ThE3(dn)"     1              M
 "IDe3"     "IDe3(up):IDe3(dn)"     1              M

 "Ee4"      "Ee4(up):Ee4(dn)"       1              M
 "ThE4"     "ThE4(up):ThE4(dn)"     1              M
 "IDe4"     "IDe4(up):IDe4(dn)"     1              M

 "Ee5"      "Ee5(up):Ee5(dn)"       1              M
 "ThE5"     "ThE5(up):ThE5(dn)"     1              M
 "IDe5"     "IDe5(up):IDe5(dn)"     1              M

 "Ee6"      "Ee6(up):Ee6(dn)"       1              M
 "ThE6"     "ThE6(up):ThE6(dn)"     1              M
 "IDe6"     "IDe6(up):IDe6(dn)"     1              M  
}}


TheoryFactors { # a list 
 "had" "EW" 
}

TheoryErrors {{
  Name      Column     Correlation    Percent     DesiredTreatment   
"deltaHad" "had.err"     0.5           true       abs/rel/poisson        
}}


Stat_Matrix_Format           "Matrix" # "Matrix" or "SingleValues" or specify single value only
Stat_Matrix_Type         "Correlation" # 'Covariance', 'Correlation' or 'CorrelationPercent'

Stat_Matrix {{
  # one empty line here !
   1.00
  -0.20   1.00
  -0.11   0.02   1.00
  -0.02  -0.01   0.06   1.00
  -0.14   0.04   0.01   0.00   1.00
   0.02  -0.13  -0.00   0.00  -0.21   1.00
   0.01  -0.00  -0.13  -0.00  -0.10   0.02   1.00
   0.00   0.00  -0.01  -0.14  -0.02  -0.01   0.07   1.00
   0.01  -0.00  -0.00  -0.00  -0.11   0.03   0.01   0.00   1.00
   0.00   0.02   0.00  -0.00   0.02  -0.10   0.01   0.00  -0.23   1.00
  -0.00   0.00   0.02   0.00   0.01   0.00  -0.12  -0.00  -0.12   0.00   1.00
  -0.00  -0.00   0.00   0.02   0.00   0.00  -0.00  -0.11  -0.02  -0.02   0.05   1.00
  -0.00   0.00   0.00   0.00  -0.01   0.00  -0.00  -0.00  -0.08   0.02   0.01   0.00   1.00
   0.00   0.00   0.00  -0.00   0.00  -0.00   0.00  -0.00   0.01  -0.08   0.01   0.00  -0.22   1.00
   0.00  -0.00   0.00   0.00  -0.00   0.00  -0.00  -0.00   0.01  -0.00  -0.08  -0.00  -0.11  -0.01   1.00
   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00  -0.00  -0.08  -0.02  -0.02   0.05   1.00
  -0.00   0.00   0.00  -0.00  -0.01   0.00   0.00   0.00  -0.01   0.00   0.00   0.00  -0.04   0.01   0.00   0.00   1.00
   0.00   0.00   0.00  -0.00   0.00  -0.01   0.00  -0.00   0.00  -0.00   0.00  -0.00   0.01  -0.04   0.01   0.00  -0.24   1.00
   0.00  -0.00   0.01   0.00   0.00   0.00  -0.01   0.00   0.00   0.00  -0.01   0.00   0.00   0.00  -0.04   0.00  -0.12   0.01   1.00
   0.00  -0.00  -0.00   0.01   0.00  -0.00   0.00  -0.01   0.00   0.00   0.00  -0.00   0.00   0.00  -0.00  -0.05  -0.02  -0.02   0.03   1.00
   0.00   0.00   0.00   0.00  -0.00   0.00   0.00   0.00  -0.00   0.00   0.00  -0.00  -0.00   0.00   0.00   0.00  -0.01   0.00   0.00   0.00   1.00
   0.00   0.00   0.00   0.00   0.00  -0.00   0.00   0.00   0.00  -0.00   0.00  -0.00   0.00  -0.00   0.00  -0.00   0.00  -0.01   0.00   0.00  -0.21   1.00
  -0.00  -0.00   0.00   0.00   0.00   0.00  -0.00   0.00   0.00   0.00  -0.00   0.00   0.00   0.00  -0.00   0.00   0.00  -0.00  -0.01   0.00  -0.15  -0.01   1.00
  -0.00  -0.00  -0.00   0.01  -0.00   0.00  -0.00   0.00  -0.00   0.00  -0.00  -0.00   0.00  -0.00  -0.00  -0.00   0.00  -0.00  -0.00  -0.02  -0.03  -0.00  -0.02   1.00
   0.35  -0.06  -0.01   0.00  -0.05   0.01  -0.00  -0.00   0.01  -0.00  -0.00   0.00   0.00   0.00  -0.00   0.00   0.01  -0.00  -0.00  -0.00   0.00   0.00  -0.00   0.00   1.00
   0.01   0.25  -0.03   0.01   0.00  -0.04   0.00   0.00   0.00   0.01  -0.00  -0.00   0.00   0.00  -0.00  -0.00   0.00   0.00  -0.00  -0.00   0.00   0.00  -0.00  -0.00  -0.44   1.00
  -0.02  -0.01   0.48  -0.06   0.00   0.00  -0.07   0.01  -0.00   0.00   0.01  -0.00  -0.00   0.00   0.00   0.00  -0.00   0.00   0.01  -0.00  -0.00   0.00   0.00   0.00   0.11  -0.36   1.00
  -0.00  -0.01   0.01   0.71   0.00   0.00   0.00  -0.11  -0.00  -0.00   0.00   0.02  -0.00  -0.00   0.00   0.00  -0.00  -0.00   0.00   0.01  -0.00   0.00   0.00   0.00   0.03  -0.09   0.06   1.00
