      0.0    0.3     260   310          0.6     0.993744        1.196    39.039673        -0.000924         0.000000         0.000000         0.000000         0.000000         0.000000         5.768295         0.000000         0.000000          0.000000          0.000000          0.000000          3.992299          0.000000          0.000000          0.000000          0.000000          0.000000          1.915711          0.000000          0.000000          0.000000          0.000000          0.000000          1.915668          0.000000          0.000000          0.000000          0.000000          0.000000                    0.000000          2.745831          0.000000          0.000000          0.000000          0.000000          0.000000          0.591566          0.000000          0.000000          0.000000          0.000000          0.000000          7.178084          0.000000          0.000000          0.000000          0.000000          0.000000           4.673141           0.000000           0.000000           0.000000           0.000000           0.000000           0.418467           0.000000           0.000000           0.000000           0.000000           0.000000          -0.007580           0.000000           0.000000           0.000000           0.000000           0.000000           7.956255           0.000000           0.000000           0.000000           0.000000           0.000000                   0.569119                 0.000837               0.000000       -0.134464        0.000000        0.000000        0.000000        0.000000        0.000000          0.138592                   -0.500013            1.000000            0.000000            0.000000            0.000000                   1.000000                2.7  
      0.0    0.3     310   400          0.6     0.994189        0.427    45.830502        -0.000321         0.000000         0.000000         0.000000         0.000000         0.000000         3.766614         0.000000         0.000000          0.000000          0.000000          0.000000          2.392711          0.000000          0.000000          0.000000          0.000000          0.000000          1.069139          0.000000          0.000000          0.000000          0.000000          0.000000          2.375346          0.000000          0.000000          0.000000          0.000000          0.000000                   -0.000000          2.191206          0.000000          0.000000          0.000000          0.000000          0.000000          0.409981          0.000000          0.000000          0.000000          0.000000          0.000000          8.192048          0.000000          0.000000          0.000000          0.000000          0.000000           5.506101           0.000000           0.000000           0.000000           0.000000           0.000000           0.387812           0.000000           0.000000           0.000000           0.000000           0.000000          -0.003670           0.000000           0.000000           0.000000           0.000000           0.000000           9.405925           0.000000           0.000000           0.000000           0.000000           0.000000                   0.427990                 0.001248              -0.000000       -0.628365        0.000000        0.000000        0.000000        0.000000        0.000000         -0.067251                   -0.500013            1.000000            0.000000            0.000000            0.000000                   1.000000                2.7  
		    
      0.3    0.8      20    30          1.0     0.884031   1.3037e+06     1.362440        10.956262         0.000000         0.000000         0.000000         0.000000         0.000000         7.529241         0.000000         0.000000          0.000000          0.000000          0.000000         10.567192          0.000000          0.000000          0.000000          0.000000          0.000000          6.839034          0.000000          0.000000          0.000000          0.000000          0.000000          4.147597          0.000000          0.000000          0.000000          0.000000          0.000000                    0.113483          2.146505          0.000000          0.000000          0.000000          0.000000          0.000000          4.402132          0.000000          0.000000          0.000000          0.000000          0.000000          4.627925          0.000000          0.000000          0.000000          0.000000          0.000000          -0.008580           0.000000           0.000000           0.000000           0.000000           0.000000           0.019744           0.000000           0.000000           0.000000           0.000000           0.000000           2.834114           0.000000           0.000000           0.000000           0.000000           0.000000          -0.026039           0.000000           0.000000           0.000000           0.000000           0.000000                  -0.135492                 0.221076               0.060986       -5.651679        0.000000        0.000000        0.000000        0.000000        0.000000          0.031361                   -0.500013            2.000000            0.000000            0.000000            0.000000                   1.000000                2.7  
      0.3    0.8      30    45          1.0     0.911044       188689     2.300574         3.819644         0.000000         0.000000         0.000000         0.000000         0.000000        11.031958         0.000000         0.000000          0.000000          0.000000          0.000000          6.243200          0.000000          0.000000          0.000000          0.000000          0.000000          8.757723          0.000000          0.000000          0.000000          0.000000          0.000000          2.120943          0.000000          0.000000          0.000000          0.000000          0.000000                    0.096085          2.744186          0.000000          0.000000          0.000000          0.000000          0.000000          3.220753          0.000000          0.000000          0.000000          0.000000          0.000000          4.742007          0.000000          0.000000          0.000000          0.000000          0.000000          -0.012249           0.000000           0.000000           0.000000           0.000000           0.000000           0.039856           0.000000           0.000000           0.000000           0.000000           0.000000           3.436275           0.000000           0.000000           0.000000           0.000000           0.000000          -0.175320           0.000000           0.000000           0.000000           0.000000           0.000000                   0.029205                 0.148811               0.068431       -2.598633        0.000000        0.000000        0.000000        0.000000        0.000000         -0.136233                   -0.500013            1.000000            0.000000            0.000000            0.000000                   1.000000                2.7  
      0.3    0.8      45    60          1.0     0.934524      30678.3     2.077752         1.463334         0.000000         0.000000         0.000000         0.000000         0.000000         7.633348         0.000000         0.000000          0.000000          0.000000          0.000000          5.823983          0.000000          0.000000          0.000000          0.000000          0.000000          4.871692          0.000000          0.000000          0.000000          0.000000          0.000000          1.717217          0.000000          0.000000          0.000000          0.000000          0.000000                    0.077204          3.025589          0.000000          0.000000          0.000000          0.000000          0.000000          1.872984          0.000000          0.000000          0.000000          0.000000          0.000000          4.508820          0.000000          0.000000          0.000000          0.000000          0.000000           0.104452           0.000000           0.000000           0.000000           0.000000           0.000000           0.006264           0.000000           0.000000           0.000000           0.000000           0.000000           2.600579           0.000000           0.000000           0.000000           0.000000           0.000000           0.257682           0.000000           0.000000           0.000000           0.000000           0.000000                   0.198736                 0.071578               0.049806       -0.643782        0.000000        0.000000        0.000000        0.000000        0.000000          0.195321                   -0.500013            1.000000            0.000000            0.000000            0.000000                   1.000000                2.7  
      0.3    0.8      60    80          1.0     0.953410      6991.24     0.897248        -0.708379         0.000000         0.000000         0.000000         0.000000         0.000000         6.200449         0.000000         0.000000          0.000000          0.000000          0.000000          4.850840          0.000000          0.000000          0.000000          0.000000          0.000000          3.865577          0.000000          0.000000          0.000000          0.000000          0.000000          2.482498          0.000000          0.000000          0.000000          0.000000          0.000000                    0.044310          3.001815          0.000000          0.000000          0.000000          0.000000          0.000000          1.180883          0.000000          0.000000          0.000000          0.000000          0.000000          4.504026          0.000000          0.000000          0.000000          0.000000          0.000000           0.404564           0.000000           0.000000           0.000000           0.000000           0.000000           0.024083           0.000000           0.000000           0.000000           0.000000           0.000000           0.658064           0.000000           0.000000           0.000000           0.000000           0.000000           1.907894           0.000000           0.000000           0.000000           0.000000           0.000000                   0.194603                 0.030678               0.026935       -1.146491        0.000000        0.000000        0.000000        0.000000        0.000000         -0.390233                   -0.500013            1.000000            0.000000            0.000000            0.000000                   1.000000                2.7  
      0.3    0.8      80   110          1.0     0.971013       1357.2     1.276268        -0.434531         0.000000         0.000000         0.000000         0.000000         0.000000         6.316827         0.000000         0.000000          0.000000          0.000000          0.000000          4.292969          0.000000          0.000000          0.000000          0.000000          0.000000          3.457611          0.000000          0.000000          0.000000          0.000000          0.000000          0.910774          0.000000          0.000000          0.000000          0.000000          0.000000                    0.029652          2.987542          0.000000          0.000000          0.000000          0.000000          0.000000          1.163899          0.000000          0.000000          0.000000          0.000000          0.000000          5.172862          0.000000          0.000000          0.000000          0.000000          0.000000           1.171198           0.000000           0.000000           0.000000           0.000000           0.000000           0.025244           0.000000           0.000000           0.000000           0.000000           0.000000          -0.341125           0.000000           0.000000           0.000000           0.000000           0.000000           4.214398           0.000000           0.000000           0.000000           0.000000           0.000000                   0.211051                 0.004407               0.023405       -1.113531        0.000000        0.000000        0.000000        0.000000        0.000000          0.107725                   -0.500013            1.000000            0.000000            0.000000            0.000000                   1.000000                2.7  
      0.3    0.8     110   160          1.0     0.984596      186.011     2.601542        -0.051334         0.000000         0.000000         0.000000         0.000000         0.000000         6.232081         0.000000         0.000000          0.000000          0.000000          0.000000          4.076078          0.000000          0.000000          0.000000          0.000000          0.000000          3.524174          0.000000          0.000000          0.000000          0.000000          0.000000          0.932275          0.000000          0.000000          0.000000          0.000000          0.000000                    0.022637          2.676793          0.000000          0.000000          0.000000          0.000000          0.000000          0.847959          0.000000          0.000000          0.000000          0.000000          0.000000          5.853906          0.000000          0.000000          0.000000          0.000000          0.000000           1.900478           0.000000           0.000000           0.000000           0.000000           0.000000           0.080603           0.000000           0.000000           0.000000           0.000000           0.000000          -0.126638           0.000000           0.000000           0.000000           0.000000           0.000000           5.916836           0.000000           0.000000           0.000000           0.000000           0.000000                   0.627552                 0.003621               0.008323       -0.815353        0.000000        0.000000        0.000000        0.000000        0.000000         -0.265448                   -0.500013            1.000000            0.000000            0.000000            0.000000                   1.000000                2.7  
      0.3    0.8     160   210          1.0     0.991144       21.281     7.422177        -0.005044         0.000000         0.000000         0.000000         0.000000         0.000000         5.074559         0.000000         0.000000          0.000000          0.000000          0.000000          4.156524          0.000000          0.000000          0.000000          0.000000          0.000000          3.485810          0.000000          0.000000          0.000000          0.000000          0.000000          1.934355          0.000000          0.000000          0.000000          0.000000          0.000000                    0.021469          2.559455          0.000000          0.000000          0.000000          0.000000          0.000000          0.714416          0.000000          0.000000          0.000000          0.000000          0.000000          6.464831          0.000000          0.000000          0.000000          0.000000          0.000000           2.971664           0.000000           0.000000           0.000000           0.000000           0.000000           0.115491           0.000000           0.000000           0.000000           0.000000           0.000000          -0.013833           0.000000           0.000000           0.000000           0.000000           0.000000           7.426831           0.000000           0.000000           0.000000           0.000000           0.000000                   0.267727                 0.002773               0.002397       -0.346066        0.000000        0.000000        0.000000        0.000000        0.000000         -0.100068                   -0.500013            1.000000            0.000000            0.000000            0.000000                   1.000000                2.7  
      0.3    0.8     210   260          1.0     0.993243        3.343    17.718402        -0.000843         0.000000         0.000000         0.000000         0.000000         0.000000         5.111904         0.000000         0.000000          0.000000          0.000000          0.000000          4.001486          0.000000          0.000000          0.000000          0.000000          0.000000          2.636151          0.000000          0.000000          0.000000          0.000000          0.000000          2.663719          0.000000          0.000000          0.000000          0.000000          0.000000                    0.017911          2.459198          0.000000          0.000000          0.000000          0.000000          0.000000          0.651563          0.000000          0.000000          0.000000          0.000000          0.000000          7.540552          0.000000          0.000000          0.000000          0.000000          0.000000           3.943470           0.000000           0.000000           0.000000           0.000000           0.000000           0.152394           0.000000           0.000000           0.000000           0.000000           0.000000          -0.001442           0.000000           0.000000           0.000000           0.000000           0.000000           9.158462           0.000000           0.000000           0.000000           0.000000           0.000000                  -0.107526                 0.000128               0.003374       -0.652925        0.000000        0.000000        0.000000        0.000000        0.000000         -0.180843                   -0.500013            1.000000            0.000000            0.000000            0.000000                   1.000000                2.7  
      0.3    0.8     260   310          1.0     0.994066        0.973    31.580339        -0.000180         0.000000         0.000000         0.000000         0.000000         0.000000         4.278050         0.000000         0.000000          0.000000          0.000000          0.000000          2.974056          0.000000          0.000000          0.000000          0.000000          0.000000          1.672911          0.000000          0.000000          0.000000          0.000000          0.000000          2.992831          0.000000          0.000000          0.000000          0.000000          0.000000                    0.037518          1.732789          0.000000          0.000000          0.000000          0.000000          0.000000          0.478139          0.000000          0.000000          0.000000          0.000000          0.000000          8.000942          0.000000          0.000000          0.000000          0.000000          0.000000           4.350342           0.000000           0.000000           0.000000           0.000000           0.000000           0.181694           0.000000           0.000000           0.000000           0.000000           0.000000          -0.000333           0.000000           0.000000           0.000000           0.000000           0.000000          10.248564           0.000000           0.000000           0.000000           0.000000           0.000000                   0.236948                 0.000401               0.025999       -1.111230        0.000000        0.000000        0.000000        0.000000        0.000000         -0.078037                   -0.500013            1.000000            0.000000            0.000000            0.000000                   1.000000                2.7  
      0.3    0.8     310   400          1.0     0.994370        0.359    43.663381        -0.000067         0.000000         0.000000         0.000000         0.000000         0.000000         4.461040         0.000000         0.000000          0.000000          0.000000          0.000000          3.314891          0.000000          0.000000          0.000000          0.000000          0.000000          2.088149          0.000000          0.000000          0.000000          0.000000          0.000000          3.837613          0.000000          0.000000          0.000000          0.000000          0.000000                    0.010964          1.936801          0.000000          0.000000          0.000000          0.000000          0.000000          0.615492          0.000000          0.000000          0.000000          0.000000          0.000000          9.205883          0.000000          0.000000          0.000000          0.000000          0.000000           5.952592           0.000000           0.000000           0.000000           0.000000           0.000000           0.243784           0.000000           0.000000           0.000000           0.000000           0.000000          -0.000119           0.000000           0.000000           0.000000           0.000000           0.000000          12.343074           0.000000           0.000000           0.000000           0.000000           0.000000                   0.232400                 0.000043               0.004761       -0.711014        0.000000        0.000000        0.000000        0.000000        0.000000          0.014333                   -0.500013            1.000000            0.000000            0.000000            0.000000                   1.000000                2.7  
		    
      0.8    1.2      20    30          0.8     0.886708  1.14406e+06     1.610994         0.000000         9.654259         0.000000         0.000000         0.000000         0.000000         0.000000         6.922323         0.000000          0.000000          0.000000          0.000000          0.000000          9.341525          0.000000          0.000000          0.000000          0.000000          0.000000         12.829330          0.000000          0.000000          0.000000          0.000000          0.000000          3.811412          0.000000          0.000000          0.000000          0.000000                    6.459965          0.000000          1.955564          0.000000          0.000000          0.000000          0.000000          0.000000          4.027622          0.000000          0.000000          0.000000          0.000000          0.000000          4.236450          0.000000          0.000000          0.000000          0.000000           0.000000          -0.007088           0.000000           0.000000           0.000000           0.000000           0.000000           0.018078           0.000000           0.000000           0.000000           0.000000           0.000000           2.552418           0.000000           0.000000           0.000000           0.000000           0.000000          -0.018895           0.000000           0.000000           0.000000           0.000000                  -0.346224                 0.130043               3.700345        0.000000       -9.472427        0.000000        0.000000        0.000000        0.000000          1.175986                   -0.500013            2.000000            0.000000            0.000000            0.000000                   1.000000                2.7  
      0.8    1.2      30    45          0.8     0.916841       159943     2.706305         0.000000         3.598648         0.000000         0.000000         0.000000         0.000000         0.000000        10.980599         0.000000          0.000000          0.000000          0.000000          0.000000          6.226924          0.000000          0.000000          0.000000          0.000000          0.000000          3.402365          0.000000          0.000000          0.000000          0.000000          0.000000          1.976314          0.000000          0.000000          0.000000          0.000000                    7.274771          0.000000          2.668041          0.000000          0.000000          0.000000          0.000000          0.000000          3.100120          0.000000          0.000000          0.000000          0.000000          0.000000          4.610074          0.000000          0.000000          0.000000          0.000000           0.000000          -0.009221           0.000000           0.000000           0.000000           0.000000           0.000000           0.011312           0.000000           0.000000           0.000000           0.000000           0.000000           3.317542           0.000000           0.000000           0.000000           0.000000           0.000000          -0.164666           0.000000           0.000000           0.000000           0.000000                  -0.004909                 0.702737               4.083055        0.000000       -5.255567        0.000000        0.000000        0.000000        0.000000          0.106068                   -0.500013            1.000000            0.000000            0.000000            0.000000                   1.000000                2.7  
      0.8    1.2      45    60          0.8     0.941496      26901.8     2.418011         0.000000         1.358768         0.000000         0.000000         0.000000         0.000000         0.000000         7.940786         0.000000          0.000000          0.000000          0.000000          0.000000          6.052115          0.000000          0.000000          0.000000          0.000000          0.000000          1.252188          0.000000          0.000000          0.000000          0.000000          0.000000          1.505766          0.000000          0.000000          0.000000          0.000000                    6.203293          0.000000          2.811558          0.000000          0.000000          0.000000          0.000000          0.000000          1.662753          0.000000          0.000000          0.000000          0.000000          0.000000          4.508164          0.000000          0.000000          0.000000          0.000000           0.000000           0.073599           0.000000           0.000000           0.000000           0.000000           0.000000           0.002591           0.000000           0.000000           0.000000           0.000000           0.000000           2.447909           0.000000           0.000000           0.000000           0.000000           0.000000           0.054142           0.000000           0.000000           0.000000           0.000000                   0.484983                 0.072941               3.462260        0.000000       -3.899188        0.000000        0.000000        0.000000        0.000000         -0.536316                   -0.500013            1.000000            0.000000            0.000000            0.000000                   1.000000                2.7  
      0.8    1.2      60    80          0.8     0.960016      5937.38     1.084765         0.000000        -0.730238         0.000000         0.000000         0.000000         0.000000         0.000000         6.578052         0.000000          0.000000          0.000000          0.000000          0.000000          5.374774          0.000000          0.000000          0.000000          0.000000          0.000000          3.172553          0.000000          0.000000          0.000000          0.000000          0.000000          2.671025          0.000000          0.000000          0.000000          0.000000                    5.297548          0.000000          3.452746          0.000000          0.000000          0.000000          0.000000          0.000000          1.534660          0.000000          0.000000          0.000000          0.000000          0.000000          5.010649          0.000000          0.000000          0.000000          0.000000           0.000000           0.470234           0.000000           0.000000           0.000000           0.000000           0.000000           0.037263           0.000000           0.000000           0.000000           0.000000           0.000000           0.775263           0.000000           0.000000           0.000000           0.000000           0.000000           2.196578           0.000000           0.000000           0.000000           0.000000                   0.476730                 0.067855               3.306048        0.000000       -1.184325        0.000000        0.000000        0.000000        0.000000          0.115893                   -0.500013            1.000000            0.000000            0.000000            0.000000                   1.000000                2.7  
