   "ymin"  "ymax"   "pt1" "pt2"  "YBinSize"    "NPCorr"      "Sigma"       "stat"  "JES1_RelSys_1"  "JES1_RelSys_2"  "JES1_RelSys_3"  "JES1_RelSys_4"  "JES1_RelSys_5"  "JES1_RelSys_6"  "JES2_RelSys_10"  "JES2_RelSys_11"  "JES2_RelSys_12"  "JES2_RelSys_7"  "JES2_RelSys_8"  "JES2_RelSys_9"  "JES3_RelSys_13"  "JES3_RelSys_14"  "JES3_RelSys_15"  "JES3_RelSys_16"  "JES3_RelSys_17"  "JES3_RelSys_18"  "JES4_RelSys_19"  "JES4_RelSys_20"  "JES4_RelSys_21"  "JES4_RelSys_22"  "JES4_RelSys_23"  "JES4_RelSys_24"  "JES5_RelSys_25"  "JES5_RelSys_26"  "JES5_RelSys_27"  "JES5_RelSys_28"  "JES5_RelSys_29"  "JES5_RelSys_30"  "JES6_ForwardGenRelSys_88"  "JES7_RelSys_32"  "JES7_RelSys_33"  "JES7_RelSys_34"  "JES7_RelSys_35"  "JES7_RelSys_36"  "JES7_RelSys_37"  "JES8_RelSys_38"  "JES8_RelSys_39"  "JES8_RelSys_40"  "JES8_RelSys_41"  "JES8_RelSys_42"  "JES8_RelSys_43"  "JES9_RelSys_44"  "JES9_RelSys_45"  "JES9_RelSys_46"  "JES9_RelSys_47"  "JES9_RelSys_48"  "JES9_RelSys_49"  "JES10_RelSys_50"  "JES10_RelSys_51"  "JES10_RelSys_52"  "JES10_RelSys_53"  "JES10_RelSys_54"  "JES10_RelSys_55"  "JES11_RelSys_56"  "JES11_RelSys_57"  "JES11_RelSys_58"  "JES11_RelSys_59"  "JES11_RelSys_60"  "JES11_RelSys_61"  "JES12_RelSys_62"  "JES12_RelSys_63"  "JES12_RelSys_64"  "JES12_RelSys_65"  "JES12_RelSys_66"  "JES12_RelSys_67"  "JES13_RelSys_68"  "JES13_RelSys_69"  "JES13_RelSys_70"  "JES13_RelSys_71"  "JES13_RelSys_72"  "JES13_RelSys_73"  "JES15_ForwardJES_89"  "JERRelSys_76"  "JERRelSys_77"  "JERRelSys_78"  "JERRelSys_79"  "JERRelSys_80"  "JERRelSys_81"  "CleaningEffRelSys_uncorr"  "MatchingRelSys2p76_75"  "RecoEffRelSys_83"  "RecoEffRelSys_84"  "RecoEffRelSys_85"  "RecoEffRelSys_86"  "TriggerEffRelSys_uncorr"  "UnfClosureRelSys2p76_74"  "YResoRelSys_82"  "atlas_lumi_2p76"  
      0.3    0.8     110   160         1.0    1.021000      237.382     2.331710        -0.045811         0.000000         0.000000         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000         6.016724         0.000000         0.000000          3.060858          0.000000          0.000000          0.000000          0.000000          0.000000          2.436544          0.000000          0.000000          0.000000          0.000000          0.000000          0.524086          0.000000          0.000000          0.000000          0.000000          0.000000                    0.045759          2.656890          0.000000          0.000000          0.000000          0.000000          0.000000          0.867624          0.000000          0.000000          0.000000          0.000000          0.000000          5.875509          0.000000          0.000000          0.000000          0.000000          0.000000           1.921270           0.000000           0.000000           0.000000           0.000000           0.000000           0.084171           0.000000           0.000000           0.000000           0.000000           0.000000          -0.121229           0.000000           0.000000           0.000000           0.000000           0.000000           5.934909           0.000000           0.000000           0.000000           0.000000           0.000000               0.005653       -0.837852        0.000000        0.000000        0.000000        0.000000        0.000000                   -0.500013                 0.009433            1.000000            0.000000            0.000000            0.000000                   1.000000                   0.803850           0.171871                2.7  
      0.3    0.8     160   210         1.0    1.020528       28.268     6.583491        -0.004066         0.000000         0.000000         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000         3.723279         0.000000         0.000000          2.869839          0.000000          0.000000          0.000000          0.000000          0.000000          2.337763          0.000000          0.000000          0.000000          0.000000          0.000000          1.761109          0.000000          0.000000          0.000000          0.000000          0.000000                    0.038140          2.548747          0.000000          0.000000          0.000000          0.000000          0.000000          0.735522          0.000000          0.000000          0.000000          0.000000          0.000000          6.811564          0.000000          0.000000          0.000000          0.000000          0.000000           2.966966           0.000000           0.000000           0.000000           0.000000           0.000000           0.090730           0.000000           0.000000           0.000000           0.000000           0.000000          -0.012290           0.000000           0.000000           0.000000           0.000000           0.000000           7.929719           0.000000           0.000000           0.000000           0.000000           0.000000               0.002236       -1.359988        0.000000        0.000000        0.000000        0.000000        0.000000                   -0.500013                 0.005114            1.000000            0.000000            0.000000            0.000000                   1.000000                   0.307748          -0.159433                2.7  
      0.3    0.8     210   260         1.0    1.020502         3.64    16.759664        -0.000762         0.000000         0.000000         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000         3.497040         0.000000         0.000000          3.422049          0.000000          0.000000          0.000000          0.000000          0.000000          1.596468          0.000000          0.000000          0.000000          0.000000          0.000000          2.695100          0.000000          0.000000          0.000000          0.000000          0.000000                    0.032720          2.151654          0.000000          0.000000          0.000000          0.000000          0.000000          0.614195          0.000000          0.000000          0.000000          0.000000          0.000000          7.477684          0.000000          0.000000          0.000000          0.000000          0.000000           3.631414           0.000000           0.000000           0.000000           0.000000           0.000000           0.163081           0.000000           0.000000           0.000000           0.000000           0.000000          -0.001129           0.000000           0.000000           0.000000           0.000000           0.000000           9.016915           0.000000           0.000000           0.000000           0.000000           0.000000               0.003038       -0.546272        0.000000        0.000000        0.000000        0.000000        0.000000                   -0.500013                 0.005650            1.000000            0.000000            0.000000            0.000000                   1.000000                   0.095610          -0.144044                2.7  
      0.3    0.8     260   310         1.0    1.020500        1.182    29.327283        -0.000138         0.000000         0.000000         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000         5.580817         0.000000         0.000000          3.634544          0.000000          0.000000          0.000000          0.000000          0.000000          1.839582          0.000000          0.000000          0.000000          0.000000          0.000000          4.111425          0.000000          0.000000          0.000000          0.000000          0.000000                    0.042566          2.251780          0.000000          0.000000          0.000000          0.000000          0.000000          0.539289          0.000000          0.000000          0.000000          0.000000          0.000000          8.589941          0.000000          0.000000          0.000000          0.000000          0.000000           5.113245           0.000000           0.000000           0.000000           0.000000           0.000000           0.202447           0.000000           0.000000           0.000000           0.000000           0.000000          -0.000261           0.000000           0.000000           0.000000           0.000000           0.000000          10.581542           0.000000           0.000000           0.000000           0.000000           0.000000              -0.003652       -0.569210        0.000000        0.000000        0.000000        0.000000        0.000000                   -0.500013                 0.000322            1.000000            0.000000            0.000000            0.000000                   1.000000                   0.512789          -0.150158                2.7  
      0.3    0.8     310   400         1.0    1.020499        0.3585   44.634674        -0.000050         0.000000         0.000000         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000         5.249426         0.000000         0.000000          4.324335          0.000000          0.000000          0.000000          0.000000          0.000000          1.063810          0.000000          0.000000          0.000000          0.000000          0.000000          4.006098          0.000000          0.000000          0.000000          0.000000          0.000000                    0.016906          2.197792          0.000000          0.000000          0.000000          0.000000          0.000000          0.526898          0.000000          0.000000          0.000000          0.000000          0.000000          9.211890          0.000000          0.000000          0.000000          0.000000          0.000000           5.831160           0.000000           0.000000           0.000000           0.000000           0.000000           0.154703           0.000000           0.000000           0.000000           0.000000           0.000000          -0.000087           0.000000           0.000000           0.000000           0.000000           0.000000          12.290964           0.000000           0.000000           0.000000           0.000000           0.000000               0.002857       -0.079148        0.000000        0.000000        0.000000        0.000000        0.000000                   -0.500013                 0.002748            1.000000            0.000000            0.000000            0.000000                   1.000000                   0.372545          -0.068739                2.7  
      0.30   0.8     400   500         1.0    1.020500        0.1351   63.000000         0.000000         0.000000         0.000000         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000         6.600000         0.000000         0.000000          4.450000          0.000000          0.000000          0.000000          0.000000          0.000000          0.500000          0.000000          0.000000          0.000000          0.000000          0.000000          3.100000          0.000000          0.000000          0.000000          0.000000          0.000000                    0.000000          1.800000          0.000000          0.000000          0.000000          0.000000          0.000000          0.500000          0.000000          0.000000          0.000000          0.000000          0.000000         10.300000          0.000000          0.000000          0.000000          0.000000          0.000000           7.150000           0.000000           0.000000           0.000000           0.000000           0.000000           0.200000           0.000000           0.000000           0.000000           0.000000           0.000000           0.000000           0.000000           0.000000           0.000000           0.000000           0.000000          15.000000           0.000000           0.000000           0.000000           0.000000           0.000000               0.000000        1.200000        0.000000        0.000000        0.000000        0.000000        0.000000                   -0.500013                 0.000000            1.000000            0.000000            0.000000            0.000000                   1.000000                   0.700000           0.000000                2.7  # taken from pub-table     

      0.8    1.2      20    30         0.8    1.246626  2.27536e+06     1.261735         0.000000        10.931382         0.000000         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000         0.000000         8.676327         0.000000          0.000000         13.004755          0.000000          0.000000          0.000000          0.000000          0.000000          9.167677          0.000000          0.000000          0.000000          0.000000          0.000000          4.363427          0.000000          0.000000          0.000000          0.000000                    3.814823          0.000000          1.975485          0.000000          0.000000          0.000000          0.000000          0.000000          4.091115          0.000000          0.000000          0.000000          0.000000          0.000000          4.317553          0.000000          0.000000          0.000000          0.000000           0.000000          -0.005957           0.000000           0.000000           0.000000           0.000000           0.000000           0.017808           0.000000           0.000000           0.000000           0.000000           0.000000           2.600414           0.000000           0.000000           0.000000           0.000000           0.000000          -0.020126           0.000000           0.000000           0.000000           0.000000               3.254291        0.000000      -10.016059        0.000000        0.000000        0.000000        0.000000                   -0.500013                 0.388111            2.000000            0.000000            0.000000            0.000000                   1.000000                  -0.251938           1.292095                2.7  
      0.8    1.2      30    45         0.8    1.131672       255663     2.249250         0.000000         7.916045         0.000000         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000         0.000000        10.428041         0.000000          0.000000          9.701989          0.000000          0.000000          0.000000          0.000000          0.000000          4.898597          0.000000          0.000000          0.000000          0.000000          0.000000          2.955845          0.000000          0.000000          0.000000          0.000000                    4.724024          0.000000          3.119957          0.000000          0.000000          0.000000          0.000000          0.000000          3.630959          0.000000          0.000000          0.000000          0.000000          0.000000          5.413416          0.000000          0.000000          0.000000          0.000000           0.000000          -0.016623           0.000000           0.000000           0.000000           0.000000           0.000000           0.036451           0.000000           0.000000           0.000000           0.000000           0.000000           3.883927           0.000000           0.000000           0.000000           0.000000           0.000000          -0.154763           0.000000           0.000000           0.000000           0.000000               4.229974        0.000000       -7.630039        0.000000        0.000000        0.000000        0.000000                   -0.500013                 0.207033            1.000000            0.000000            0.000000            0.000000                   1.000000                   0.076345           0.046904                2.7  
      0.8    1.2      45    60         0.8    1.070662      39774.6     2.099320         0.000000         1.767096         0.000000         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000         0.000000         8.604280         0.000000          0.000000          6.995318          0.000000          0.000000          0.000000          0.000000          0.000000          3.076210          0.000000          0.000000          0.000000          0.000000          0.000000          2.027984          0.000000          0.000000          0.000000          0.000000                    3.638773          0.000000          3.366358          0.000000          0.000000          0.000000          0.000000          0.000000          2.154908          0.000000          0.000000          0.000000          0.000000          0.000000          4.858699          0.000000          0.000000          0.000000          0.000000           0.000000           0.076658           0.000000           0.000000           0.000000           0.000000           0.000000           0.019979           0.000000           0.000000           0.000000           0.000000           0.000000           2.855549           0.000000           0.000000           0.000000           0.000000           0.000000           0.272928           0.000000           0.000000           0.000000           0.000000               3.254770        0.000000       -2.450265        0.000000        0.000000        0.000000        0.000000                   -0.500013                 0.146706            1.000000            0.000000            0.000000            0.000000                   1.000000                   0.541396           0.372504                2.7  
      0.8    1.2      60    80         0.8    1.042104      8237.05     0.978664         0.000000        -1.229747         0.000000         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000         0.000000         6.568582         0.000000          0.000000          3.843192          0.000000          0.000000          0.000000          0.000000          0.000000          1.868474          0.000000          0.000000          0.000000          0.000000          0.000000          3.624842          0.000000          0.000000          0.000000          0.000000                    3.258791          0.000000          3.257465          0.000000          0.000000          0.000000          0.000000          0.000000          1.560715          0.000000          0.000000          0.000000          0.000000          0.000000          5.015179          0.000000          0.000000          0.000000          0.000000           0.000000           0.565625           0.000000           0.000000           0.000000           0.000000           0.000000           0.026779           0.000000           0.000000           0.000000           0.000000           0.000000           0.759446           0.000000           0.000000           0.000000           0.000000           0.000000           2.213354           0.000000           0.000000           0.000000           0.000000               2.471770        0.000000       -2.900748        0.000000        0.000000        0.000000        0.000000                   -0.500013                 0.023684            1.000000            0.000000            0.000000            0.000000                   1.000000                   0.532893           0.375932                2.7  
      0.8    1.2      80   110         0.8    1.027303      1504.55     1.400493         0.000000        -0.518791         0.000000         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000         0.000000         5.975707         0.000000          0.000000          3.117986          0.000000          0.000000          0.000000          0.000000          0.000000          1.115718          0.000000          0.000000          0.000000          0.000000          0.000000          2.423129          0.000000          0.000000          0.000000          0.000000                    3.310182          0.000000          3.095003          0.000000          0.000000          0.000000          0.000000          0.000000          1.117878          0.000000          0.000000          0.000000          0.000000          0.000000          5.157687          0.000000          0.000000          0.000000          0.000000           0.000000           1.209783           0.000000           0.000000           0.000000           0.000000           0.000000           0.038231           0.000000           0.000000           0.000000           0.000000           0.000000          -0.393862           0.000000           0.000000           0.000000           0.000000           0.000000           4.463511           0.000000           0.000000           0.000000           0.000000               1.249476        0.000000       -1.910175        0.000000        0.000000        0.000000        0.000000                   -0.500013                 0.014490            1.000000            0.000000            0.000000            0.000000                   1.000000                   0.549549          -0.421511                2.7  
      0.8    1.2     110   160         0.8    1.023379      195.909     2.778597         0.000000        -0.052676         0.000000         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000         0.000000         6.043870         0.000000          0.000000          2.903343          0.000000          0.000000          0.000000          0.000000          0.000000          1.920209          0.000000          0.000000          0.000000          0.000000          0.000000          0.516119          0.000000          0.000000          0.000000          0.000000                    3.246243          0.000000          2.659222          0.000000          0.000000          0.000000          0.000000          0.000000          0.808036          0.000000          0.000000          0.000000          0.000000          0.000000          5.987816          0.000000          0.000000          0.000000          0.000000           0.000000           1.929153           0.000000           0.000000           0.000000           0.000000           0.000000           0.095819           0.000000           0.000000           0.000000           0.000000           0.000000          -0.143325           0.000000           0.000000           0.000000           0.000000           0.000000           6.117239           0.000000           0.000000           0.000000           0.000000               0.373848        0.000000       -1.957189        0.000000        0.000000        0.000000        0.000000                   -0.500013                 0.008378            1.000000            0.000000            0.000000            0.000000                   1.000000                   1.373819          -0.316401                2.7  
      0.8    1.2     160   210         0.8    1.022844       20.727     8.317462         0.000000        -0.003707         0.000000         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000         0.000000         3.532533         0.000000          0.000000          2.743522          0.000000          0.000000          0.000000          0.000000          0.000000          2.030910          0.000000          0.000000          0.000000          0.000000          0.000000          1.647974          0.000000          0.000000          0.000000          0.000000                    3.519322          0.000000          2.422164          0.000000          0.000000          0.000000          0.000000          0.000000          0.663518          0.000000          0.000000          0.000000          0.000000          0.000000          6.644648          0.000000          0.000000          0.000000          0.000000           0.000000           2.914470           0.000000           0.000000           0.000000           0.000000           0.000000           0.076284           0.000000           0.000000           0.000000           0.000000           0.000000          -0.013915           0.000000           0.000000           0.000000           0.000000           0.000000           7.757360           0.000000           0.000000           0.000000           0.000000               0.626111        0.000000       -3.126779        0.000000        0.000000        0.000000        0.000000                   -0.500013                 0.007433            1.000000            0.000000            0.000000            0.000000                   1.000000                   0.212030           0.256073                2.7  
      0.8    1.2     210   260         0.8    1.022813        2.537    21.263227         0.000000        -0.001109         0.000000         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000         0.000000         4.001422         0.000000          0.000000          3.714077          0.000000          0.000000          0.000000          0.000000          0.000000          2.169083          0.000000          0.000000          0.000000          0.000000          0.000000          2.958201          0.000000          0.000000          0.000000          0.000000                    4.235513          0.000000          2.232230          0.000000          0.000000          0.000000          0.000000          0.000000          0.473994          0.000000          0.000000          0.000000          0.000000          0.000000          7.959387          0.000000          0.000000          0.000000          0.000000           0.000000           4.054648           0.000000           0.000000           0.000000           0.000000           0.000000           0.127537           0.000000           0.000000           0.000000           0.000000           0.000000          -0.001058           0.000000           0.000000           0.000000           0.000000           0.000000           9.941971           0.000000           0.000000           0.000000           0.000000               0.714937        0.000000       -0.874562        0.000000        0.000000        0.000000        0.000000                   -0.500013                 0.005334            1.000000            0.000000            0.000000            0.000000                   1.000000                  -0.292874           0.200039                2.7  
      0.8    1.2     260   310         0.8    1.022810        0.7773   39.159661         0.000000        -0.030102         0.000000         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000         0.000000         5.716886         0.000000          0.000000          3.611885          0.000000          0.000000          0.000000          0.000000          0.000000          2.224659          0.000000          0.000000          0.000000          0.000000          0.000000          4.161402          0.000000          0.000000          0.000000          0.000000                    4.847329          0.000000          2.377726          0.000000          0.000000          0.000000          0.000000          0.000000          0.620559          0.000000          0.000000          0.000000          0.000000          0.000000          9.547063          0.000000          0.000000          0.000000          0.000000           0.000000           5.315912           0.000000           0.000000           0.000000           0.000000           0.000000           0.142758           0.000000           0.000000           0.000000           0.000000           0.000000          -0.006866           0.000000           0.000000           0.000000           0.000000           0.000000          12.023837           0.000000           0.000000           0.000000           0.000000               0.965940        0.000000       -4.105154        0.000000        0.000000        0.000000        0.000000                   -0.500013                 0.007358            1.000000            0.000000            0.000000            0.000000                   1.000000                   0.622810           0.401166                2.7  
      0.80   1.2     310   400         0.8    1.022810        0.1077   83.000000         0.000000         0.500000         0.000000         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000         0.000000         6.100000         0.000000          0.000000          4.350000          0.000000          0.000000          0.000000          0.000000          0.000000          0.900000          0.000000          0.000000          0.000000          0.000000          0.000000          4.350000          0.000000          0.000000          0.000000          0.000000                    5.800000          0.000000          2.350000          0.000000          0.000000          0.000000          0.000000          0.000000          0.350000          0.000000          0.000000          0.000000          0.000000          0.000000         11.000000          0.000000          0.000000          0.000000          0.000000           0.000000           7.200000           0.000000           0.000000           0.000000           0.000000           0.000000           0.150000           0.000000           0.000000           0.000000           0.000000           0.000000          -0.100000           0.000000           0.000000           0.000000           0.000000           0.000000          15.000000           0.000000           0.000000           0.000000           0.000000               0.900000        0.000000       -2.700000        0.000000        0.000000        0.000000        0.000000                   -0.500013                 0.000000            1.000000            0.000000            0.000000            0.000000                   1.000000                   1.800000           0.200000                2.7    # taken from pub-table     

      1.2    2.1      20    30         1.8    1.238859   1.7754e+06     0.953475         0.000000         0.000000        12.482764         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000         0.000000         0.000000         9.948811          0.000000          0.000000         14.975209          0.000000          0.000000          0.000000          0.000000          0.000000         12.188516          0.000000          0.000000          0.000000          0.000000          0.000000          4.951496          0.000000          0.000000          0.000000                   13.610271          0.000000          0.000000          2.339670          0.000000          0.000000          0.000000          0.000000          0.000000          4.572728          0.000000          0.000000          0.000000          0.000000          0.000000          4.843429          0.000000          0.000000          0.000000           0.000000           0.000000          -0.007450           0.000000           0.000000           0.000000           0.000000           0.000000           0.029866           0.000000           0.000000           0.000000           0.000000           0.000000           3.016980           0.000000           0.000000           0.000000           0.000000           0.000000          -0.015358           0.000000           0.000000           0.000000               5.700689        0.000000        0.000000      -12.639594        0.000000        0.000000        0.000000                   -0.500013                 0.384328            2.000000            0.000000            0.000000            0.000000                   1.000000                  -0.140414          -0.361150                2.7  
      1.2    2.1      30    45         1.8    1.124042       206705     1.766060         0.000000         0.000000         7.940842         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000         0.000000         0.000000        10.348281          0.000000          0.000000          9.704556          0.000000          0.000000          0.000000          0.000000          0.000000          4.779413          0.000000          0.000000          0.000000          0.000000          0.000000          2.951286          0.000000          0.000000          0.000000                   13.714180          0.000000          0.000000          3.088022          0.000000          0.000000          0.000000          0.000000          0.000000          3.636046          0.000000          0.000000          0.000000          0.000000          0.000000          5.202341          0.000000          0.000000          0.000000           0.000000           0.000000           0.004269           0.000000           0.000000           0.000000           0.000000           0.000000           0.020158           0.000000           0.000000           0.000000           0.000000           0.000000           3.876730           0.000000           0.000000           0.000000           0.000000           0.000000          -0.139688           0.000000           0.000000           0.000000               6.427268        0.000000        0.000000       -6.840675        0.000000        0.000000        0.000000                   -0.500013                 0.181684            1.000000            0.000000            0.000000            0.000000                   1.000000                   0.131551          -0.158726                2.7  
      1.2    2.1      45    60         1.8    1.067825      28383.5     1.689507         0.000000         0.000000         1.548962         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000         0.000000         0.000000         8.829102          0.000000          0.000000          7.212869          0.000000          0.000000          0.000000          0.000000          0.000000          3.263221          0.000000          0.000000          0.000000          0.000000          0.000000          1.826229          0.000000          0.000000          0.000000                    7.998236          0.000000          0.000000          3.196889          0.000000          0.000000          0.000000          0.000000          0.000000          1.958394          0.000000          0.000000          0.000000          0.000000          0.000000          5.070492          0.000000          0.000000          0.000000           0.000000           0.000000           0.174150           0.000000           0.000000           0.000000           0.000000           0.000000           0.016727           0.000000           0.000000           0.000000           0.000000           0.000000           2.689794           0.000000           0.000000           0.000000           0.000000           0.000000           0.327032           0.000000           0.000000           0.000000               5.703795        0.000000        0.000000       -1.560035        0.000000        0.000000        0.000000                   -0.500013                 0.102883            1.000000            0.000000            0.000000            0.000000                   1.000000                   0.314022          -0.274906                2.7  
      1.2    2.1      60    80         1.8    1.043646      5731.92     0.777236         0.000000         0.000000        -1.177202         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000         0.000000         0.000000         6.745351          0.000000          0.000000          3.783431          0.000000          0.000000          0.000000          0.000000          0.000000          1.514316          0.000000          0.000000          0.000000          0.000000          0.000000          3.558994          0.000000          0.000000          0.000000                    4.767602          0.000000          0.000000          3.177085          0.000000          0.000000          0.000000          0.000000          0.000000          1.316945          0.000000          0.000000          0.000000          0.000000          0.000000          4.898186          0.000000          0.000000          0.000000           0.000000           0.000000           0.497334           0.000000           0.000000           0.000000           0.000000           0.000000           0.027348           0.000000           0.000000           0.000000           0.000000           0.000000           0.639549           0.000000           0.000000           0.000000           0.000000           0.000000           2.022967           0.000000           0.000000           0.000000               4.745476        0.000000        0.000000       -2.497116        0.000000        0.000000        0.000000                   -0.500013                 0.018221            1.000000            0.000000            0.000000            0.000000                   1.000000                   0.318952          -0.349588                2.7  
      1.2    2.1      80   110         1.8    1.032169      931.376     1.198753         0.000000         0.000000        -0.433750         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000         0.000000         0.000000         6.576788          0.000000          0.000000          3.233377          0.000000          0.000000          0.000000          0.000000          0.000000          1.087745          0.000000          0.000000          0.000000          0.000000          0.000000          2.387881          0.000000          0.000000          0.000000                    3.983069          0.000000          0.000000          3.119956          0.000000          0.000000          0.000000          0.000000          0.000000          1.203658          0.000000          0.000000          0.000000          0.000000          0.000000          5.653200          0.000000          0.000000          0.000000           0.000000           0.000000           1.270322           0.000000           0.000000           0.000000           0.000000           0.000000           0.042081           0.000000           0.000000           0.000000           0.000000           0.000000          -0.361032           0.000000           0.000000           0.000000           0.000000           0.000000           4.646800           0.000000           0.000000           0.000000               3.964532        0.000000        0.000000       -2.220172        0.000000        0.000000        0.000000                   -0.500013                 0.013024            1.000000            0.000000            0.000000            0.000000                   1.000000                   0.317346          -0.108792                2.7  
      1.2    2.1     110   160         1.8    1.029609       104.07     2.555425         0.000000         0.000000        -0.041706         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000         0.000000         0.000000         6.875396          0.000000          0.000000          3.683103          0.000000          0.000000          0.000000          0.000000          0.000000          1.433940          0.000000          0.000000          0.000000          0.000000          0.000000          0.729156          0.000000          0.000000          0.000000                    4.779151          0.000000          0.000000          3.299773          0.000000          0.000000          0.000000          0.000000          0.000000          1.057708          0.000000          0.000000          0.000000          0.000000          0.000000          6.915953          0.000000          0.000000          0.000000           0.000000           0.000000           2.425894           0.000000           0.000000           0.000000           0.000000           0.000000           0.071837           0.000000           0.000000           0.000000           0.000000           0.000000          -0.120068           0.000000           0.000000           0.000000           0.000000           0.000000           7.054380           0.000000           0.000000           0.000000               3.771355        0.000000        0.000000       -1.579044        0.000000        0.000000        0.000000                   -0.500013                 0.005968            1.000000            0.000000            0.000000            0.000000                   1.000000                   0.476861          -0.033390                2.7  
      1.2    2.1     160   210         1.8    1.029318       10.574     7.725028         0.000000         0.000000        -0.002415         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000         0.000000         0.000000         4.752940          0.000000          0.000000          3.739721          0.000000          0.000000          0.000000          0.000000          0.000000          1.301952          0.000000          0.000000          0.000000          0.000000          0.000000          2.353241          0.000000          0.000000          0.000000                    5.977445          0.000000          0.000000          3.162678          0.000000          0.000000          0.000000          0.000000          0.000000          0.887602          0.000000          0.000000          0.000000          0.000000          0.000000          8.824629          0.000000          0.000000          0.000000           0.000000           0.000000           3.949095           0.000000           0.000000           0.000000           0.000000           0.000000           0.121209           0.000000           0.000000           0.000000           0.000000           0.000000          -0.009610           0.000000           0.000000           0.000000           0.000000           0.000000          10.161390           0.000000           0.000000           0.000000               4.696118        0.000000        0.000000       -2.032007        0.000000        0.000000        0.000000                   -0.500013                 0.000227            1.000000            0.000000            0.000000            0.000000                   1.000000                   1.027045          -0.222996                2.7  
      1.2    2.1     210   260         1.8    1.029306        1.331    20.591072         0.000000         0.000000        -0.000390         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000         0.000000         0.000000         4.831822          0.000000          0.000000          4.424793          0.000000          0.000000          0.000000          0.000000          0.000000          0.548917          0.000000          0.000000          0.000000          0.000000          0.000000          3.654616          0.000000          0.000000          0.000000                    6.558886          0.000000          0.000000          2.725051          0.000000          0.000000          0.000000          0.000000          0.000000          0.696874          0.000000          0.000000          0.000000          0.000000          0.000000          9.656369          0.000000          0.000000          0.000000           0.000000           0.000000           4.983671           0.000000           0.000000           0.000000           0.000000           0.000000           0.171345           0.000000           0.000000           0.000000           0.000000           0.000000          -0.000523           0.000000           0.000000           0.000000           0.000000           0.000000          12.199450           0.000000           0.000000           0.000000               4.979497        0.000000        0.000000       -3.140029        0.000000        0.000000        0.000000                   -0.500013                 0.001015            1.000000            0.000000            0.000000            0.000000                   1.000000                   1.069324          -0.427124                2.7  
      1.2    2.1     260   310         1.8    1.029305        0.088    79.277041         0.000000         0.000000        -0.008445         0.000000         0.000000         0.000000          0.000000          0.000000          0.000000         0.000000         0.000000         7.865584          0.000000          0.000000          5.021538          0.000000          0.000000          0.000000          0.000000          0.000000          1.121050          0.000000          0.000000          0.000000          0.000000          0.000000          5.635946          0.000000          0.000000          0.000000                    8.256444          0.000000          0.000000          2.984570          0.000000          0.000000          0.000000          0.000000          0.000000          0.889202          0.000000          0.000000          0.000000          0.000000          0.000000         12.628409          0.000000          0.000000          0.000000           0.000000           0.000000           7.412469           0.000000           0.000000           0.000000           0.000000           0.000000           0.268537           0.000000           0.000000           0.000000           0.000000           0.000000          -0.002135           0.000000           0.000000           0.000000           0.000000           0.000000          16.001916           0.000000           0.000000           0.000000               6.601034        0.000000        0.000000       -0.756457        0.000000        0.000000        0.000000                   -0.500013                 0.027534            1.000000            0.000000            0.000000            0.000000                   1.000000                   0.960309          -0.358099                2.7  
