    26.5  0.0561875  0.0562   0.000899     0.0160    0.01441     5.30     0.00     0.00     0.20    0.30     2.70    -0.30     0.00     0.70     3.30     6.40     0.30     0.30    -1.00    -1.50     0.20     4.80   
    26.5  0.0562     0.0562   0.001405     0.0250    0.01285     6.40     0.00     0.00     0.20   -0.30     2.80    -0.60     0.00     0.30     1.80     6.10     0.80     0.40    -1.10    -1.20     0.20     4.80   
    26.5  0.0562     0.0562   0.001967     0.0350    0.01510     7.60     0.00     0.00     0.40   -0.10     3.10    -0.30     0.00     0.10     0.60     5.40     2.90     0.20    -1.00    -0.20     0.20     4.80   
    26.5  0.0562     0.0562   0.002810     0.0500    0.01778     7.50     0.00     0.00     0.00    1.90     0.80    -0.40     0.10    -1.30     1.80     4.90     4.20     0.20    -0.80    -0.50     0.30     4.80   
    26.5  0.0562     0.0562   0.004215     0.0750    0.02213    12.30     0.00     0.00     0.00   -1.20    -0.20    -0.60     0.10    -4.60    -0.50     3.00     2.30     0.20    -0.70    -2.20     0.30     4.80   
    26.5  0.178      0.1780   0.000445     0.0025    0.01407     5.50     0.00    -1.70     0.00   -0.50     1.40    -0.40    -0.40    -0.40    -6.60     3.90     0.80     0.20    -0.60    -4.00     1.50     4.80   
    26.5  0.178      0.1780   0.001513     0.0085    0.01292     5.10     0.00     1.20     0.00   -0.20     1.50     0.10    -0.10     0.00     6.80     4.10     0.50     0.30    -0.70    -1.30     0.50     4.80   
    26.5  0.178      0.1780   0.002848     0.0160    0.01112     5.60     0.00     0.00     0.00    0.00     1.20     0.50     0.00     0.10     4.40     6.10     1.10     0.30    -1.10    -1.40     0.30     4.80   
    26.5  0.178      0.1780   0.004450     0.0250    0.00882     7.00     0.00     0.00     0.00   -0.30     0.90     1.20     0.00     0.90     1.70     6.00     1.80     0.10    -0.70    -1.00     0.20     4.80   
    26.5  0.178      0.1780   0.006230     0.0350    0.00979     9.90     0.00     0.00     0.00   -3.40     2.70     2.50     0.10     0.50     2.40     4.90     1.30     0.20    -1.10    -0.70     0.20     4.80   
