#-*-sh-*-
# 
# H1 HERA-II polarized data
# 

##########################################################
#  General parameters of this dataset 
##########################################################
AlposName                       "bla-33"  # A unique alpos name 
Description                    	"H1 Low Ep : 460, 575 GeV"
Reference                       "EPJ C71 (2011) 1579 [arxiv:1012.4355]" # used in: "JHEP 09 (2012) 061, arXiv:1206.7007"  #
arXiv                           1012.4355
Inspire                         882470
Title                           "Measurement of the Inclusive ep^{+-} Scattering Cross Section at High Inelasticity y and of the Structure Function FL"
Table                           "d10-228.syst_460_575.txt"

########################################################## 
#  Theory function settings 
#
#  theory parameters, specific to this dataset 
#  not specified parameters are taken from default as
#  specified in the global steering file                                      
##########################################################          
# TheoryFunction                   QcdnumDISCS
#sqrt-s                           252. and 225       # sqrt-s only needed if y is not given in table
e-charge                         +1.
e-polarity                       0.
IsReducedCS                      true
IsNC                             true


##########################################################          
#
#   Data table
#
##########################################################          

#   ColumnName = 'x','Q2','y','reduced x-section','stat', 'uncor', 'ignore','h1_low_ep_sp_1','h1_low_ep_sp_2','h1_low_ep_sp_3','h1_low_ep_sp_4','h1_low_ep_sp_5','h1_low_ep_sp_6','h1_low_ep_sp_7','h1_low_ep_sp_8','corlum'
#   SystematicType = 'stat', 'uncor', 'ignore','h1_low_ep_sp_1','h1_low_ep_sp_2','h1_low_ep_sp_3','h1_low_ep_sp_4','h1_low_ep_sp_5','h1_low_ep_sp_6','h1_low_ep_sp_7','h1_low_ep_sp_8','corlum'
#   Percent = 3*false, 9*true

DataHERAFitter {{
"x"           "Q2"          "y"           "Sigma"       "stat"TOT        "uncor"TOT       "ignore"TOT  "h1_low_ep_sp_1"  "h1_low_ep_sp_2"  "h1_low_ep_sp_3"  "h1_low_ep_sp_4"  "h1_low_ep_sp_5"  "h1_low_ep_sp_6"  "h1_low_ep_sp_7"  "h1_low_ep_sp_8"  "ycorlum"
0.4150000E-04 0.2000000E+01 0.7605582E+00 0.6626700E+00 0.4926396E-01 0.2630771E-01 0.6106324E-01 0.5069 0.9762 1.1426 -1.5035 2.1230 1.2267 1.7268 0.3382 0.5
0.4650000E-04 0.2500000E+01 0.8484722E+00 0.8259422E+00 0.4492429E-01 0.3402883E-01 0.6587640E-01 0.9909 1.9081 1.1962 -1.6027 2.0751 -1.2899 1.5318 0.3431 0.5
0.5190000E-04 0.2500000E+01 0.7601919E+00 0.8340400E+00 0.3217051E-01 0.2585520E-01 0.4920997E-01 0.3180 0.6124 1.2284 -1.6529 2.0328 -1.0377 0.5306 0.3416 0.5
0.5800000E-04 0.2500000E+01 0.6802406E+00 0.7650131E+00 0.3815990E-01 0.2402125E-01 0.5024529E-01 0.1659 0.3195 1.0319 -1.3564 2.2613 -0.2916 0.2194 0.3397 0.5
0.6510000E-04 0.3500000E+01 0.8484722E+00 0.8684359E+00 0.4835901E-01 0.3517161E-01 0.6995206E-01 0.9816 1.8903 1.2507 -1.7817 1.9580 -1.0718 1.7595 0.3429 0.5
0.7270000E-04 0.3500000E+01 0.7597736E+00 0.8701494E+00 0.3059114E-01 0.2540830E-01 0.4923129E-01 0.3180 0.6124 1.1562 -1.5490 2.1157 -0.8911 1.2350 0.3420 0.5
0.8120000E-04 0.3500000E+01 0.6802406E+00 0.8665544E+00 0.2732874E-01 0.2157708E-01 0.4560922E-01 0.1659 0.3195 1.1121 -1.5043 2.1512 -0.2660 1.7641 0.3413 0.5
0.9210000E-04 0.3500000E+01 0.5997344E+00 0.9362261E+00 0.3149943E-01 0.2490339E-01 0.4856065E-01 0.0553 0.1065 1.0993 -1.5293 2.1383 0.2535 0.4416 0.3388 0.5
0.1062000E-03 0.3500000E+01 0.5201086E+00 0.9554923E+00 0.5154464E-01 0.3124430E-01 0.6825636E-01 0.0000 0.0000 1.1421 -1.3123 2.2275 0.5761 1.6736 0.3394 0.5
0.9310000E-04 0.5000000E+01 0.8475608E+00 0.8462406E+00 0.5492629E-01 0.3376491E-01 0.7361607E-01 1.2259 2.3607 1.2682 -1.7467 1.9660 -0.8656 1.0778 0.3418 0.5
0.1038000E-03 0.5000000E+01 0.7601919E+00 0.8797039E+00 0.3101519E-01 0.2498345E-01 0.4803203E-01 0.3134 0.6035 1.1973 -1.5820 2.0762 -0.4312 0.5526 0.3403 0.5
0.1160000E-03 0.5000000E+01 0.6802406E+00 0.1002474E+01 0.2670702E-01 0.2375851E-01 0.4703329E-01 0.1290 0.2485 1.1217 -1.4266 2.1891 -0.5178 0.8657 0.3409 0.5
0.1315000E-03 0.5000000E+01 0.6000602E+00 0.9432092E+00 0.2456146E-01 0.2235396E-01 0.4422649E-01 0.0645 0.1242 1.0926 -1.4272 2.2025 -0.6162 0.9956 0.3412 0.5
0.1517000E-03 0.5000000E+01 0.5201576E+00 0.1008437E+01 0.2453969E-01 0.2057197E-01 0.4733687E-01 1.5708 -0.8157 1.1429 -1.4232 2.1779 -0.1513 0.7777 0.3400 0.5
0.2013000E-03 0.5000000E+01 0.3919916E+00 0.9379753E+00 0.2422846E-01 0.1932212E-01 0.4200968E-01 0.0000 0.0000 1.1312 -1.4092 2.1858 0.2671 0.9559 0.3393 0.5
0.1210000E-03 0.6500000E+01 0.8477710E+00 0.8995146E+00 0.6470572E-01 0.3625030E-01 0.8432436E-01 1.5208 2.9286 1.1921 -1.6104 2.0672 -0.7644 0.1256 0.3406 0.5
0.1350000E-03 0.6500000E+01 0.7598540E+00 0.9882736E+00 0.3445718E-01 0.2816573E-01 0.5416280E-01 0.2627 0.5059 1.1933 -1.5506 2.0996 -0.9827 0.3375 0.3413 0.5
0.1509000E-03 0.6500000E+01 0.6797898E+00 0.1065058E+01 0.2731599E-01 0.2502880E-01 0.4945824E-01 0.0968 0.1864 1.1681 -1.5626 2.1039 -0.9397 0.4329 0.3413 0.5
0.1710000E-03 0.6500000E+01 0.5998847E+00 0.1045226E+01 0.2407279E-01 0.2424906E-01 0.4608321E-01 0.0507 0.0976 1.0892 -1.4156 2.2034 0.0001 0.7610 0.3397 0.5
0.1973000E-03 0.6500000E+01 0.5199203E+00 0.1102067E+01 0.2262921E-01 0.2160040E-01 0.4558825E-01 0.5591 -0.2903 1.0887 -1.4155 2.2085 -0.4720 0.5018 0.3404 0.5
0.2617000E-03 0.6500000E+01 0.3919766E+00 0.9982270E+00 0.1379613E-01 0.1826744E-01 0.3743515E-01 0.0000 0.0000 1.0702 -1.3189 2.2644 -0.3284 0.7541 0.3404 0.5
0.1582000E-03 0.8500000E+01 0.8479359E+00 0.9724017E+00 0.6916752E-01 0.3889616E-01 0.9347861E-01 1.6499 3.1772 1.1551 -1.5692 2.1131 -1.5921 1.4443 0.3437 0.5
0.1765000E-03 0.8500000E+01 0.7600195E+00 0.1067409E+01 0.4074810E-01 0.3095467E-01 0.6061610E-01 0.2903 0.5591 1.1193 -1.5256 2.1394 -0.5315 -0.5601 0.3394 0.5
0.1973000E-03 0.8500000E+01 0.6798959E+00 0.1088488E+01 0.3053136E-01 0.2601479E-01 0.5244073E-01 0.0876 0.1686 1.1157 -1.4951 2.1608 -0.9136 0.7032 0.3415 0.5
0.2236000E-03 0.8500000E+01 0.5999260E+00 0.1098881E+01 0.2554184E-01 0.2560383E-01 0.4866365E-01 0.0415 0.0799 1.0801 -1.4126 2.2166 -0.7583 0.0740 0.3405 0.5
0.2580000E-03 0.8500000E+01 0.5199359E+00 0.1029378E+01 0.2093266E-01 0.1986692E-01 0.4294487E-01 0.5502 -0.2857 1.1132 -1.4237 2.1969 -0.7790 0.5870 0.3411 0.5
0.3422000E-03 0.8500000E+01 0.3920031E+00 0.1083202E+01 0.1301876E-01 0.1960583E-01 0.3934341E-01 0.0000 0.0000 1.0663 -1.3074 2.2718 -0.3182 0.4975 0.3401 0.5
0.2233000E-03 0.1200000E+02 0.8480923E+00 0.1233896E+01 0.6810228E-01 0.4935582E-01 0.9870769E-01 1.0738 2.0678 1.0902 -1.6988 2.0713 -1.2296 1.4525 0.3429 0.5
0.2492000E-03 0.1200000E+02 0.7599478E+00 0.1079500E+01 0.4390021E-01 0.3141331E-01 0.6373051E-01 0.3595 0.6922 1.1037 -1.4811 2.1708 -0.6812 0.7313 0.3411 0.5
0.2785000E-03 0.1200000E+02 0.6799964E+00 0.1162216E+01 0.3575379E-01 0.2824176E-01 0.5771367E-01 0.1106 0.2130 1.1320 -1.4999 2.1510 -0.9074 -0.3687 0.3404 0.5
0.3156000E-03 0.1200000E+02 0.6000602E+00 0.1182998E+01 0.3022771E-01 0.2803700E-01 0.5493690E-01 0.0507 0.0976 1.0750 -1.4413 2.2076 -1.0884 0.0225 0.3412 0.5
0.3642000E-03 0.1200000E+02 0.5199863E+00 0.1170680E+01 0.2486474E-01 0.2294523E-01 0.4825298E-01 0.0000 0.0000 1.0880 -1.4352 2.2006 -0.6578 -0.0434 0.3402 0.5
0.4831000E-03 0.1200000E+02 0.3920079E+00 0.1123350E+01 0.1339197E-01 0.2033254E-01 0.4108767E-01 0.0000 0.0000 1.0542 -1.2733 2.2984 -0.7042 0.2316 0.3406 0.5
0.2792000E-03 0.1500000E+02 0.8478644E+00 0.1106040E+01 0.6991367E-01 0.4468391E-01 0.9314366E-01 0.9770 1.8814 1.1503 -1.6174 2.0844 -1.0011 0.8630 0.3418 0.5
0.3115000E-03 0.1500000E+02 0.7599478E+00 0.1289689E+01 0.4392610E-01 0.3740078E-01 0.6924006E-01 0.2304 0.4437 1.1268 -1.5687 2.1138 -0.4836 0.1209 0.3400 0.5
0.3481000E-03 0.1500000E+02 0.6800452E+00 0.1221956E+01 0.3892390E-01 0.3018211E-01 0.6053144E-01 0.1106 0.2130 1.0853 -1.3838 2.2241 -0.2809 0.0073 0.3395 0.5
0.3945000E-03 0.1500000E+02 0.6000602E+00 0.1151837E+01 0.3427614E-01 0.2798952E-01 0.5598618E-01 0.0737 0.1420 1.0787 -1.4724 2.1866 -0.7648 -0.1609 0.3403 0.5
0.4552000E-03 0.1500000E+02 0.5200434E+00 0.1250036E+01 0.2917983E-01 0.2512562E-01 0.5723145E-01 1.4466 -0.7512 1.0758 -1.4213 2.2142 -0.7698 0.1650 0.3407 0.5
0.6039000E-03 0.1500000E+02 0.3919916E+00 0.1157492E+01 0.1496023E-01 0.2106630E-01 0.4365731E-01 0.0000 0.0000 1.0700 -1.2988 2.2817 -1.0024 0.2900 0.3413 0.5
0.3722000E-03 0.2000000E+02 0.8480163E+00 0.1282890E+01 0.8467542E-01 0.5452278E-01 0.1117178E+00 0.6176 1.1892 1.1638 -1.5720 2.1031 -1.1187 1.6714 0.3429 0.5
0.4153000E-03 0.2000000E+02 0.7600088E+00 0.1242011E+01 0.4540858E-01 0.3639074E-01 0.6912743E-01 0.1982 0.3816 1.0907 -1.5068 2.1618 -0.5541 0.5334 0.3406 0.5
0.4642000E-03 0.2000000E+02 0.6799476E+00 0.1288023E+01 0.3922558E-01 0.3168516E-01 0.6271724E-01 0.0876 0.1686 1.0721 -1.4097 2.2178 -0.4030 -0.1206 0.3396 0.5
0.5261000E-03 0.2000000E+02 0.5999461E+00 0.1130848E+01 0.3591562E-01 0.2781877E-01 0.5672672E-01 0.0783 0.1509 1.0948 -1.4980 2.1675 -0.8451 0.1573 0.3408 0.5
0.6070000E-03 0.2000000E+02 0.5199862E+00 0.1219184E+01 0.3140100E-01 0.2511517E-01 0.6052434E-01 1.7572 -0.9125 1.0791 -1.4325 2.2119 -1.2553 -0.2133 0.3413 0.5
0.8052000E-03 0.2000000E+02 0.3919916E+00 0.1207099E+01 0.1705310E-01 0.2221053E-01 0.4541362E-01 0.0000 0.0000 1.0532 -1.3131 2.2793 -0.7838 -0.1196 0.3404 0.5
0.4932000E-03 0.2500000E+02 0.7999586E+00 0.1264860E+01 0.4991641E-01 0.3819851E-01 0.7302906E-01 0.2304 0.4437 1.1070 -1.5320 2.1389 -0.2700 0.2349 0.3397 0.5
0.6165000E-03 0.2500000E+02 0.6399669E+00 0.1268146E+01 0.2782072E-01 0.3119620E-01 0.5570395E-01 0.0553 0.1065 1.0456 -1.4817 2.1930 -0.4424 0.0829 0.3399 0.5
0.7587000E-03 0.2500000E+02 0.5200205E+00 0.1215510E+01 0.3177977E-01 0.2503940E-01 0.5430802E-01 0.0000 0.0000 1.0511 -1.4133 2.2281 -0.6910 0.4716 0.3408 0.5
0.1007000E-02 0.2500000E+02 0.3917970E+00 0.1223125E+01 0.1887213E-01 0.2275004E-01 0.4667120E-01 0.0000 0.0000 1.0662 -1.2872 2.2866 -0.7602 -0.0594 0.3404 0.5
0.7268000E-03 0.3500000E+02 0.7599826E+00 0.1434386E+01 0.9005168E-01 0.5335836E-01 0.1150511E+00 0.1106 0.2130 1.0510 -1.4920 2.1664 1.3673 -1.0100 0.3351 0.5
0.8123000E-03 0.3500000E+02 0.6799894E+00 0.1358964E+01 0.4778770E-01 0.3533297E-01 0.7248451E-01 0.0415 0.0799 1.0860 -1.5155 2.1633 -0.9261 0.4310 0.3413 0.5
0.9206000E-03 0.3500000E+02 0.5999950E+00 0.1338278E+01 0.4183290E-01 0.3372443E-01 0.6657983E-01 0.0277 0.0532 1.0497 -1.4729 2.1974 -0.6224 -0.1508 0.3400 0.5
0.1062000E-02 0.3500000E+02 0.5201086E+00 0.1308739E+01 0.3579576E-01 0.2761430E-01 0.5996037E-01 0.0000 0.0000 1.0683 -1.3787 2.2405 -0.9005 0.2615 0.3410 0.5
0.1409000E-02 0.3500000E+02 0.3920195E+00 0.1249943E+01 0.1940936E-01 0.2337383E-01 0.4753698E-01 0.0000 0.0000 1.0703 -1.2986 2.2778 -0.6416 0.0881 0.3403 0.5
0.1044000E-02 0.4500000E+02 0.6802406E+00 0.1269901E+01 0.8090296E-01 0.4343030E-01 0.9878624E-01 0.0323 0.0621 1.0149 -1.3708 2.2613 -0.2957 -0.0031 0.3395 0.5
0.1184000E-02 0.4500000E+02 0.5998068E+00 0.1261520E+01 0.4802494E-01 0.3380854E-01 0.6933740E-01 0.0184 0.0355 1.0611 -1.5270 2.1639 -0.5222 -0.0707 0.3399 0.5
0.1366000E-02 0.4500000E+02 0.5198911E+00 0.1286827E+01 0.3969819E-01 0.2830999E-01 0.6111962E-01 0.0000 0.0000 1.0350 -1.4076 2.2326 -0.1794 0.1320 0.3394 0.5
0.1812000E-02 0.4500000E+02 0.3919267E+00 0.1188871E+01 0.2024769E-01 0.2246955E-01 0.4595621E-01 0.0000 0.0000 1.0577 -1.3044 2.2796 -0.5801 -0.0233 0.3401 0.5
0.1578000E-02 0.6000000E+02 0.6000602E+00 0.1281816E+01 0.1079865E+00 0.5409255E-01 0.1276617E+00 0.0184 0.0355 1.0718 -1.2193 2.3224 -1.0739 1.0532 0.3422 0.5
0.1821000E-02 0.6000000E+02 0.5199863E+00 0.1257955E+01 0.5331013E-01 0.3195187E-01 0.7212430E-01 0.0000 0.0000 1.0699 -1.3184 2.2668 -0.5401 -0.1824 0.3398 0.5
0.2416000E-02 0.6000000E+02 0.3919267E+00 0.1163359E+01 0.2283927E-01 0.2256900E-01 0.4621574E-01 0.0000 0.0000 1.0381 -1.2677 2.3032 -0.2263 0.0884 0.3395 0.5
0.3623000E-02 0.9000000E+02 0.3920349E+00 0.1142450E+01 0.3330478E-01 0.2479099E-01 0.5298743E-01 0.0000 0.0000 1.0584 -1.2842 2.2867 -0.2958 -0.3217 0.3392 0.5
}}

Data {{
  Bin    Q2       x         y    Sigma   F2   Stat  Unc   Corr   Tot  SysL1 SysL2 SysL3 SysL4 SysL5 SysL6 SysL7 SysL8  CME
   1    1.50   0.279E-04  0.848  0.661  0.773  9.37  4.94  4.80 11.63  2.73  1.26  1.70  1.99 -0.02  0.58  2.59  0.34  252
   2    1.50   0.348E-04  0.850  0.521  0.610  8.09  4.96  4.60 10.54  3.47  1.26  1.79  1.95 -0.07  0.46  0.47 -0.34  225
   3    2.00   0.372E-04  0.848  0.758  0.887  6.38  4.34  4.14  8.76  2.38  1.23  1.89  1.90 -0.05  0.56  1.54  0.34  252
   4    2.00   0.415E-04  0.761  0.663  0.747  7.43  3.97  3.73  9.21  1.10  1.11  1.54  2.11 -0.05 -1.23  1.73  0.34  252
   5    2.00   0.464E-04  0.850  0.707  0.828  4.56  4.31  3.97  7.42  2.34  1.25  1.83  1.93 -0.05  0.01  1.23 -0.34  225
   6    2.00   0.526E-04  0.750  0.720  0.808  4.58  3.93  3.43  6.94  0.86  1.21  1.64  2.05 -0.05  0.44  1.53 -0.34  225
   7    2.50   0.465E-04  0.848  0.826  0.966  5.44  4.12  4.13  7.98  2.15  1.16  1.64  2.06 -0.05  1.29  1.53  0.34  252
   8    2.50   0.519E-04  0.760  0.834  0.940  3.86  3.10  3.21  5.90  0.69  1.19  1.69  2.02 -0.08  1.04  0.53  0.34  252
   9    2.50   0.580E-04  0.850  0.780  0.913  4.17  4.16  4.24  7.26  2.36  1.24  1.93  1.88 -0.04  0.89  1.63 -0.33  225
  10    2.50   0.580E-04  0.680  0.765  0.838  4.99  3.14  2.90  6.57  0.36  1.00  1.39  2.25 -0.09  0.29  0.22  0.34  252
  11    2.50   0.658E-04  0.750  0.770  0.864  2.64  3.03  3.15  5.11  0.74  1.10  1.70  2.06 -0.08  0.84  0.46 -0.34  225
  12    2.50   0.759E-04  0.650  0.714  0.774  4.31  3.45  3.30  6.43  0.40  1.15  1.53  2.12 -0.05 -0.10  1.56 -0.34  225
  13    3.50   0.651E-04  0.848  0.868  1.016  5.57  4.05  4.18  8.05  2.13  1.21  1.82  1.95 -0.04  1.07  1.76  0.34  252
  14    3.50   0.727E-04  0.760  0.870  0.981  3.52  2.92  3.34  5.66  0.69  1.12  1.59  2.11 -0.06  0.89  1.23  0.34  252
  15    3.50   0.812E-04  0.850  0.796  0.932  4.20  4.05  3.87  7.01  2.32  1.28  1.73  1.98 -0.08  0.94  0.29 -0.34  225
  16    3.50   0.812E-04  0.680  0.867  0.949  3.15  2.49  3.40  5.26  0.36  1.08  1.54  2.14 -0.05  0.27  1.76  0.34  252
  17    3.50   0.921E-04  0.750  0.822  0.923  2.22  2.86  3.38  4.95  0.63  1.16  1.61  2.09 -0.06  1.19  1.10 -0.33  225
  18    3.50   0.921E-04  0.600  0.936  1.000  3.36  2.66  2.92  5.19  0.12  1.06  1.57  2.13 -0.08 -0.25  0.44  0.34  252
  19    3.50   0.106E-03  0.650  0.860  0.932  2.03  2.47  3.33  4.61  0.26  1.11  1.60  2.11 -0.05  0.64  1.49 -0.33  225
  20    3.50   0.106E-03  0.520  0.956  1.001  5.39  3.27  3.46  7.20  0.00  1.11  1.37  2.25  0.82 -0.58  1.65  0.34  252
  21    3.50   0.141E-03  0.490  0.800  0.833  2.54  2.45  3.65  5.08  0.00  1.08  1.54  2.20  1.15 -0.51  1.81 -0.34  225
  22    5.00   0.931E-04  0.848  0.846  0.990  6.49  3.99  4.19  8.70  2.65  1.23  1.79  1.95 -0.06  0.87  1.08  0.34  252
  23    5.00   0.104E-03  0.760  0.880  0.992  3.53  2.84  3.05  5.46  0.68  1.16  1.62  2.07 -0.08  0.43  0.55  0.34  252
  24    5.00   0.116E-03  0.850  0.942  1.103  4.18  4.01  4.20  7.16  2.37  1.20  1.77  1.99 -0.06  1.42  1.16 -0.33  225
  25    5.00   0.116E-03  0.680  1.002  1.098  2.66  2.37  3.05  4.69  0.28  1.09  1.47  2.18 -0.07  0.52  0.87  0.34  252
  26    5.00   0.131E-03  0.750  0.927  1.040  2.07  2.80  3.24  4.76  0.54  1.14  1.63  2.09 -0.07  1.16  0.64 -0.33  225
  27    5.00   0.131E-03  0.600  0.943  1.008  2.60  2.37  3.10  4.69  0.14  1.06  1.47  2.19 -0.07  0.62  1.00  0.34  252
  28    5.00   0.152E-03  0.650  0.970  1.051  1.69  2.33  3.05  4.19  0.21  1.12  1.54  2.14 -0.07  0.39  0.88 -0.34  225
  29    5.00   0.152E-03  0.520  1.009  1.056  2.43  2.04  2.99  4.36  0.00  1.11  1.47  2.18  0.30  0.15  0.77  0.34  252
  30    5.00   0.201E-03  0.490  0.917  0.955  1.16  1.87  3.05  3.76  0.00  1.06  1.47  2.22  0.58 -0.06  0.79 -0.34  225
  31    5.00   0.201E-03  0.392  0.938  0.960  2.58  2.06  3.02  4.48  0.00  1.10  1.45  2.18 -0.07 -0.27  0.96  0.34  252
  32    6.50   0.121E-03  0.848  0.900  1.052  7.19  4.03  4.42  9.36  3.25  1.16  1.65  2.06 -0.09  0.76  0.13  0.34  252
  33    6.50   0.135E-03  0.760  0.988  1.114  3.49  2.85  3.12  5.48  0.56  1.16  1.59  2.09 -0.09  0.98  0.34  0.34  252
  34    6.50   0.151E-03  0.850  1.037  1.214  4.26  4.02  4.09  7.14  2.57  1.21  1.73  2.01 -0.08  1.21  0.24 -0.34  225
  35    6.50   0.151E-03  0.680  1.065  1.166  2.56  2.35  3.08  4.64  0.21  1.13  1.60  2.09 -0.08  0.94  0.43  0.34  252
  36    6.50   0.171E-03  0.750  0.960  1.078  2.15  2.80  3.16  4.74  0.51  1.16  1.69  2.04 -0.08  1.03  0.36 -0.34  225
  37    6.50   0.171E-03  0.600  1.045  1.117  2.30  2.32  2.96  4.41  0.11  1.06  1.45  2.19 -0.08  0.00  0.76  0.34  252
  38    6.50   0.197E-03  0.650  1.010  1.095  1.60  2.30  2.97  4.08  0.17  1.09  1.51  2.17 -0.08  0.67  0.28 -0.34  225
  39    6.50   0.197E-03  0.520  1.102  1.154  2.05  1.96  2.95  4.10  0.00  1.05  1.46  2.21  0.18  0.47  0.50  0.34  252
  40    6.50   0.262E-03  0.490  1.011  1.052  0.90  1.82  3.01  3.63  0.00  1.08  1.48  2.21  0.32  0.63  0.50 -0.34  225
  41    6.50   0.262E-03  0.392  0.998  1.022  1.38  1.83  2.97  3.76  0.00  1.04  1.36  2.26  0.12  0.33  0.75  0.34  252
  42    6.50   0.414E-03  0.248  0.973  0.981  1.13  1.86  3.00  3.70  0.00  0.99  1.23  2.33 -0.07  0.27  0.94 -0.33  252
  43    8.50   0.158E-03  0.848  0.972  1.137  7.11  4.00  5.02  9.58  3.49  1.12  1.61  2.10 -0.06  1.59  1.44  0.34  252
  44    8.50   0.177E-03  0.760  1.067  1.203  3.82  2.90  3.04  5.68  0.62  1.08  1.56  2.13 -0.11  0.53 -0.56  0.34  252
  45    8.50   0.197E-03  0.850  0.972  1.137  4.67  4.01  4.44  7.59  3.05  1.21  1.72  2.01 -0.07  1.21  0.61 -0.33  225
  46    8.50   0.197E-03  0.680  1.088  1.192  2.80  2.39  3.10  4.82  0.19  1.08  1.53  2.15 -0.08  0.91  0.70  0.34  252
  47    8.50   0.224E-03  0.750  1.010  1.134  2.38  2.84  3.16  4.87  0.59  1.11  1.49  2.18 -0.08  1.12  0.27 -0.34  225
  48    8.50   0.224E-03  0.600  1.099  1.174  2.32  2.33  2.96  4.43  0.09  1.05  1.45  2.21 -0.09  0.76  0.07  0.34  252
  49    8.50   0.258E-03  0.650  1.090  1.182  1.66  2.32  3.26  4.33  0.15  1.08  1.49  2.19 -0.08  1.39  0.61 -0.33  225
  50    8.50   0.258E-03  0.520  1.030  1.078  2.03  1.93  3.13  4.20  0.00  1.08  1.47  2.22  0.73  0.78  0.57  0.34  252
  51    8.50   0.342E-03  0.490  1.054  1.097  0.85  1.81  3.02  3.62  0.00  1.07  1.47  2.21  0.23  0.66  0.58 -0.34  225
  52    8.50   0.342E-03  0.392  1.083  1.109  1.20  1.81  2.91  3.63  0.00  1.04  1.35  2.26 -0.06  0.32  0.50  0.34  252
  53    8.50   0.541E-03  0.248  1.020  1.028  0.77  1.29  2.87  3.24  0.00  0.98  1.24  2.33 -0.08  0.47  0.21 -0.03  252
  54    8.50   0.838E-03  0.160  0.941  0.944  0.86  1.31  2.94  3.33  0.00  0.98  1.24  2.34 -0.08  0.43  0.69 -0.04  252
  55    8.50   0.140E-02  0.096  0.846  0.847  1.16  1.44  3.02  3.55  0.00  0.99  1.24  2.35 -0.04  0.32  1.00 -0.12  252
  56   12.00   0.223E-03  0.848  1.234  1.443  5.52  4.00  4.14  7.97  2.24  1.05  1.74  2.06 -0.06  1.23  1.45  0.34  252
  57   12.00   0.249E-03  0.760  1.079  1.217  4.07  2.91  3.13  5.90  0.76  1.07  1.52  2.16 -0.08  0.68  0.73  0.34  252
  58   12.00   0.278E-03  0.850  1.130  1.323  3.89  3.98  3.72  6.70  2.13  1.17  1.65  2.06 -0.07  0.70  0.62 -0.34  225
  59   12.00   0.278E-03  0.680  1.162  1.272  3.08  2.43  3.05  4.97  0.24  1.10  1.54  2.14 -0.11  0.91 -0.37  0.34  252
  60   12.00   0.316E-03  0.750  1.114  1.250  2.38  2.85  3.10  4.84  0.59  1.10  1.62  2.10 -0.07  0.65  0.69 -0.34  225
  61   12.00   0.316E-03  0.600  1.183  1.264  2.56  2.37  3.07  4.64  0.11  1.04  1.48  2.20 -0.10  1.09  0.02  0.34  252
  62   12.00   0.364E-03  0.650  1.098  1.190  1.86  2.36  3.01  4.25  0.18  1.07  1.49  2.19 -0.09  0.85  0.09 -0.34  225
  63   12.00   0.364E-03  0.520  1.171  1.226  2.12  1.96  2.97  4.14  0.00  1.05  1.48  2.20  0.30  0.66 -0.05  0.34  252
  64   12.00   0.483E-03  0.490  1.111  1.156  0.89  1.81  3.02  3.63  0.00  1.05  1.42  2.24  0.08  0.92  0.04 -0.34  225
  65   12.00   0.483E-03  0.392  1.123  1.150  1.19  1.81  2.95  3.66  0.00  1.02  1.31  2.29 -0.05  0.70  0.23  0.34  252
  66   12.00   0.764E-03  0.248  1.044  1.052  0.73  1.28  2.92  3.27  0.00  0.98  1.24  2.34 -0.06  0.69  0.30 -0.03  252
  67   12.00   0.118E-02  0.160  0.994  0.997  0.78  1.30  2.93  3.29  0.00  0.98  1.24  2.35 -0.08  0.56  0.50 -0.03  252
  68   12.00   0.197E-02  0.096  0.878  0.879  1.04  1.40  3.12  3.58  0.00  0.99  1.24  2.35 -0.07  0.92  0.91 -0.11  252
  69   15.00   0.279E-03  0.848  1.106  1.294  6.32  4.04  3.77  8.39  2.01  1.11  1.66  2.07 -0.07  1.00  0.86  0.34  252
  70   15.00   0.312E-03  0.760  1.290  1.453  3.41  2.90  2.97  5.37  0.48  1.09  1.61  2.10 -0.09  0.48  0.12  0.34  252
  71   15.00   0.348E-03  0.850  1.222  1.430  3.89  4.06  3.36  6.55  1.60  1.10  1.57  2.13 -0.08  0.59  0.26 -0.34  225
  72   15.00   0.348E-03  0.680  1.222  1.338  3.19  2.47  2.88  4.95  0.24  1.05  1.42  2.21 -0.10  0.28  0.01  0.34  252
  73   15.00   0.395E-03  0.750  1.112  1.249  2.33  2.84  2.97  4.72  0.53  1.11  1.58  2.12 -0.09  0.46  0.05 -0.34  225
  74   15.00   0.395E-03  0.600  1.152  1.231  2.98  2.43  2.98  4.86  0.15  1.04  1.51  2.18 -0.10  0.76 -0.16  0.34  252
  75   15.00   0.455E-03  0.650  1.141  1.237  2.05  2.40  3.15  4.46  0.24  1.07  1.52  2.18 -0.08  1.19  0.38 -0.33  225
  76   15.00   0.455E-03  0.520  1.250  1.310  2.33  2.01  2.98  4.29  0.00  1.04  1.46  2.21  0.17  0.77  0.16  0.34  252
  77   15.00   0.604E-03  0.490  1.165  1.212  0.96  1.83  3.02  3.66  0.00  1.04  1.46  2.22  0.05  0.84  0.41 -0.34  225
  78   15.00   0.604E-03  0.392  1.158  1.185  1.29  1.82  3.04  3.77  0.00  1.04  1.34  2.27 -0.06  1.00  0.29  0.34  252
  79   15.00   0.954E-03  0.248  1.050  1.059  0.76  1.29  2.90  3.26  0.00  0.99  1.24  2.34 -0.07  0.66  0.03 -0.03  252
  80   15.00   0.148E-02  0.160  0.955  0.958  0.79  1.30  3.01  3.37  0.00  0.98  1.24  2.35 -0.09  0.96  0.30 -0.03  252
