&Data
   Name = 'zeus_lps'
   NData = 100
   NColumn = 12
   ColumnType = 3*'Bin','Sigma', 8*'Error'
!   ColumnName = 'Bla', 'Y',  'x-section', 'stat', 'uncor','sys1', 'uncor', 'sys26','sys3','sys4','sys5','sys6','sys7', 'uncor', 'sys8', 'sys9', 'uncor', 'sys10','sys11','sys12','sys13','sys14','sys15','sys16','sys30','sys20'
    ColumnName = 'Q2', 'xBj', 'xp', 'Sigma', 'stat', 'uncor', 'Ehscale', 'Eescale', 'Pdiss', 'xIPweight', 'Tweight', 'NormZS2'
   Reaction = 'NC'
   Percent = true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
!* 
!* Q2 x_BJ x_IP sigma_NC stat unc Ehscale Eescale Pdiss xIPweight Tweight Norm
!* 
&END
     2.5   0.000422    0.07500    0.01497   13.63469   10.69521   -1.24954    3.73025    2.13157    0.12863    5.56781    7.00000   
     2.5   0.000506    0.09000    0.01574   14.43812    6.37386   -1.17354   -3.92958    2.70270    0.03556    1.58250    7.00000   
     2.5   0.000089    0.05000    0.01146   18.88726    5.81413    1.83016    0.90288    1.46413    0.56125    3.66032    7.00000   
     2.5   0.000133    0.07500    0.01732   14.00483    6.93437   -0.43118    5.27769    2.06968    0.24147    2.69058    7.00000   
     2.5   0.000160    0.09000    0.01326   14.11043    9.65954   -1.31464    3.57143    2.67309    0.15337    1.92813    7.00000   
     5.1   0.000445    0.00250    0.01108   10.51113    7.22394    3.87469    3.46249    0.08244    0.51525    3.02968    7.00000   
     5.1   0.001513    0.00850    0.00780   13.46489   10.25352    0.00000    1.45096    0.17411    0.81254    2.69878    7.00000   
     5.1   0.000140    0.00250    0.01143   10.26178    3.47050    1.25654    0.83770    0.05236    0.31414    3.35079    7.00000   
     5.1   0.000478    0.00850    0.01042   11.00917    2.48006   -2.35091    2.35091    0.17202    0.51606    2.89565    7.00000   
     5.1   0.000899    0.01600    0.00871   14.18733    7.04048    0.79201    2.34160    0.41322    0.72315    3.47796    7.00000   
     5.1   0.000151    0.00850    0.01191   11.41848    4.90217    3.00177   -0.50029    0.17657    0.35315    3.88464    7.00000   
     5.1   0.000285    0.01600    0.01189   14.09797    6.93674    3.01673    4.54002    0.41816    1.13501    2.53883    7.00000   
     5.1   0.000445    0.02500    0.01333   13.14199    3.44217    1.78751    2.41692    0.80564    1.00705    2.79456    7.00000   
     5.1   0.000890    0.05000    0.01171   15.42029    8.31305   -4.81159    3.24638    1.50725    0.46377    4.57971    7.00000   
     5.1   0.001335    0.07500    0.01590   13.93298    4.94950    0.00000    2.22663    2.07231    0.00000    3.02028    7.00000   
     5.1   0.000140    0.02500    0.01528   13.46439    7.57174    0.59347    3.02300    0.81602    1.33531    4.17284    7.00000   
     5.1   0.000280    0.05000    0.01508   15.70439    7.89989   -3.02155    4.56120    1.46266    0.44265    4.54195    7.00000   
     5.1   0.000420    0.07500    0.01818   12.41288    8.53037    0.86293    3.38533    2.05775    0.11616    4.04912    7.00000   
     5.1   0.000506    0.09000    0.02320   12.14882    3.83513   -0.34168    1.72108    2.68287    0.21514    3.22704    7.00000   
     8.8   0.000197    0.00035    0.02536    8.52902    4.33117   -1.72796   -1.15197    0.00000    0.18830    3.43376    7.00000   
     8.8   0.000506    0.00090    0.02195    7.59008    4.19937   -2.96447    1.81447    0.02556    0.11500    2.93892    7.00000   
     8.8   0.001405    0.00250    0.01872    9.00281    2.81696    1.59425    1.28165    0.06252    0.34386    3.56361    7.00000   
     8.8   0.004777    0.00850    0.01475   10.44883    4.06172    1.27469    2.15440    0.17953    0.48474    2.96230    7.00000   
     8.8   0.000160    0.00090    0.01888    8.21071    1.98602    4.64979    2.32490    0.02943    0.04414    3.35492    7.00000   
     8.8   0.000445    0.00250    0.01347    7.99341    3.88157   -2.28677    1.25670    0.08241    0.28842    3.06963    7.00000   
     8.8   0.001513    0.00850    0.01029    9.42408    3.72429    2.48691    0.70680    0.15707    0.36649    3.27225    7.00000   
     8.8   0.002848    0.01600    0.01040   11.97258    4.75346    0.00000    1.10759    0.42194    0.42194    3.13819    7.00000   
     8.8   0.000140    0.00250    0.01339   11.81070    5.16571   -3.93004   -2.81893    0.08230    0.24691    3.80658    7.00000   
     8.8   0.000478    0.00850    0.01232    9.02120    4.21259    1.28552    0.63148    0.18042    0.31574    3.60848    7.00000   
     8.8   0.000899    0.01600    0.01041   11.40684    2.82440    3.15046    5.78490    0.38023    0.95057    3.44921    7.00000   
     8.8   0.001405    0.02500    0.01203   10.77273    4.24009   -2.15910   -2.13636    0.81818    0.70455    3.22727    7.00000   
     8.8   0.002810    0.05000    0.01471   12.19512    4.61244   -3.83004    0.95275    1.44817    0.30488    4.80183    7.00000   
     8.8   0.004215    0.07500    0.01504   11.14551    4.39549    1.16099    1.16099    2.05108    0.03870    3.83126    7.00000   
     8.8   0.000151    0.00850    0.01981   13.64442   10.32800    3.57353    3.57353    0.20673    0.33964    4.81394    7.00000   
     8.8   0.000285    0.01600    0.01438   10.49815    6.98889    4.73446    1.29683    0.41169    1.31741    2.38781    7.00000   
     8.8   0.000445    0.02500    0.01382   11.75732    3.28532    1.54812    3.11716    0.83682    1.02510    4.28870    7.00000   
     8.8   0.000890    0.05000    0.01790   12.11621    5.78701   -2.41004    2.87224    1.45262    0.24760    5.06768    7.00000   
     8.8   0.001335    0.07500    0.01742    9.56583    4.81375   -1.44722    0.86481    2.08260    0.08825    4.71232    7.00000   
     8.8   0.001602    0.09000    0.02264    9.32875    5.96708   -1.41385    1.37420    2.69556    0.07928    1.30814    7.00000   
     8.8   0.000140    0.02500    0.01702   10.67031    4.41894    3.35157    1.67578    0.82079    1.00889    4.58277    7.00000   
     8.8   0.000280    0.05000    0.02086   12.20826    6.33883   -2.96230   -1.48115    1.46619    0.35906    4.95213    7.00000   
     8.8   0.000420    0.07500    0.02105    9.17830    2.75471   -0.77520    3.13178    2.07752    0.09302    3.19380    7.00000   
     8.8   0.000506    0.09000    0.02920    9.46978    4.44541    1.14554    2.29108    2.70565    0.06546    3.53481    7.00000   
    15.3   0.000506    0.00090    0.01824   11.06466    2.87624   -2.00669    3.51170    0.02787    0.00000    3.21907    7.00000   
    15.3   0.001405    0.00250    0.01513   12.03980    1.47582   -3.56551    1.19403    0.06633    0.24876    3.16750    7.00000   
    15.3   0.004777    0.00850    0.01682   12.59323    2.35701    3.65749    1.83591    0.17212    0.18646    2.52438    7.00000   
    15.3   0.000445    0.00250    0.01500    9.39641    3.35051   -0.34258   -1.37031    0.06525    0.35889    2.96901    7.00000   
    15.3   0.001513    0.00850    0.01198   10.50930    2.49608    6.10348    3.49636    0.16168    0.46483    2.72837    7.00000   
    15.3   0.002848    0.01600    0.01308   12.02776    2.74348   -4.95373   -1.09869    0.42406    0.30840    3.93215    7.00000   
    15.3   0.004450    0.02500    0.01091   17.40536   11.64927    4.43213    3.34718    0.73869    0.69252    2.81625    7.00000   
    15.3   0.000899    0.01600    0.01290   12.82895    3.22194    1.95541    3.89255    0.40205    0.78582    2.85087    7.00000   
    15.3   0.001405    0.02500    0.01286   12.59501    2.90734   -2.37062   -2.37061    0.79624    0.85053    2.96779    7.00000   
    15.3   0.002810    0.05000    0.01686   13.25164   10.12146    3.49102    1.16842    1.48190    0.32773    4.85893    7.00000   
    15.3   0.004215    0.07500    0.01793    9.96622    2.48098   -1.85811    0.61937    2.05518    0.02815    4.05405    7.00000   
    15.3   0.005058    0.09000    0.01685    9.96064    3.59917    1.84681    3.08810    2.69452    0.03028    3.30003    7.00000   
    15.3   0.000445    0.02500    0.01746   12.49657    8.49751    1.68910    2.26586    0.85141    0.79649    3.99616    7.00000   
    15.3   0.000890    0.05000    0.01727   13.45662    5.81336   -0.65434   -0.65434    1.45092    0.34139    5.39118    7.00000   
    15.3   0.001335    0.07500    0.01925    9.88279    4.71555   -0.94566    3.10336    2.07778    0.07991    4.64837    7.00000   
    15.3   0.001602    0.09000    0.02425    9.92222    1.63653   -0.81985    1.93399    2.69077    0.08409    2.63822    7.00000   
    46.0   0.000734    0.00090    0.01518   20.54749    5.25714   -1.84696    0.00000    0.03298    0.32982    3.24868    7.00000   
    46.0   0.002040    0.00250    0.01382   16.66667    8.11715    3.65942    4.87319    0.07246    0.12682    2.44565    7.00000   
    46.0   0.006936    0.00850    0.01152   18.04294    3.96159    0.00000    1.40380    0.20644    0.24773    2.47729    7.00000   
    46.0   0.013056    0.01600    0.00970   26.34271    3.88854   -0.02558    5.88235    0.40921    0.15345    2.91560    7.00000   
    46.0   0.001405    0.00250    0.01735   11.68486    3.49968   -3.61463    2.40484    0.05901    0.30983    3.89495    7.00000   
    46.0   0.004777    0.00850    0.01605   11.74681    4.47675   -3.57578    1.79550    0.18259    0.22824    3.75837    7.00000   
    46.0   0.008992    0.01600    0.01441   14.75123    2.87209    1.85704    2.78557    0.38542    0.21023    3.66153    7.00000   
    46.0   0.019670    0.03500    0.01441   17.28095    5.87484   -2.46870    0.00000    0.79972    0.48679    5.51112    7.00000   
    46.0   0.001513    0.00850    0.01053   12.25085    3.06686    6.07681   -4.71560    0.14584    0.24307    3.08702    7.00000   
    46.0   0.002848    0.01600    0.01517   12.42541    3.76489    2.70270    4.68585    0.38610    0.45630    3.01860    7.00000   
    46.0   0.006230    0.03500    0.01259   13.14758    1.29309    1.45843    3.74402    0.82717    0.43535    4.00523    7.00000   
    46.0   0.008900    0.05000    0.01391   14.84252    5.05662   -1.77166    1.73228    1.45669    0.03937    4.60630    7.00000   
    46.0   0.013350    0.07500    0.01908   11.01083    4.87693   -2.31648    1.39891    2.04573    0.03008    3.45969    7.00000   
    46.0   0.016020    0.09000    0.01819   12.43570    4.20362   -2.29954    0.00000    2.69289    0.00000    1.42209    7.00000   
    26.5   0.000899    0.01600    0.01623   13.96290    7.21579    2.58010    5.17706    0.40472    0.55650    3.57504    7.00000   
    26.5   0.001405    0.02500    0.01323   13.19044    1.93377   -2.30833   -2.30833    0.82440    0.47403    2.61748    7.00000   
    26.5   0.002810    0.05000    0.02159   12.85640    7.69014   -2.02178    2.00882    1.45153    0.22032    5.37844    7.00000   
    26.5   0.004215    0.07500    0.02096    9.60625    2.89942   -1.08908   -0.36303    2.06646    0.00000    3.26725    7.00000   
    26.5   0.005058    0.09000    0.02445    9.43659    3.21536   -1.94760    1.61141    2.71273    0.04637    1.75052    7.00000   
    46.0   0.001967    0.03500    0.01555   12.98819    4.72635    1.48350    1.48350    0.81744    0.40872    3.28489    7.00000   
    46.0   0.002810    0.05000    0.02061   12.28468    5.75196   -1.84723    3.69447    1.47325    0.15866    4.66909    7.00000   
    46.0   0.004215    0.07500    0.02063    9.53620    1.54845   -1.10033    3.31283    2.08235    0.04733    3.93990    7.00000   
    46.0   0.005058    0.09000    0.02754    8.75270    2.42441    0.57513    0.29655    2.69590    0.05392    1.81524    7.00000   
