#-*-sh-*-
# 
# H1 HERA-I diffractive DIS data
# 

##########################################################
#  General parameters of this dataset 
##########################################################
AlposName                       "ddis"  # A unique alpos name 
Description                    	"H1 DDIS NC e-p 98-99"
Reference                       "Eur.Phys.J. C48 (2006) 715-748" 
arXiv                           hep-ex/0606004
Inspire                         718190
Title                           "Measurement and QCD Analysis of the Diffractive Deep-Inelastic Scattering Cross Section at HERA"



########################################################## 
#  Theory function settings 
##########################################################  
TheoryFunction                   QcdnumDDISCS


########################################################## 
#  theory parameters, specific to this dataset 
#  not specified parameters are taken from default as
#  specified in the global steering file                                      
##########################################################          
sqrt-s                           318.       # sqrt-s only needed if y is not given in table
e-charge                         -1.
e-polarity                       0.
IsReducedCS                      true
IsNC                             true


##########################################################          
#
#   Data table
#
##########################################################          

#   ColumnType = 4*'Bin','Sigma',14*'Error'
#   ColumnName = 'xp','Q2','beta','mx','reduced x-section','stat','sys','total','unc','lar','ele','theta','noise',xpom','beta','bg','Plug','Q2','spa' 
#   Percent =  14*true

Data {{
"xp"      "Q2"     "beta"           "mx"             "Sigma"          "stat"  "sys"    "tot"  "unc"    "lar" "ele"     thSpac  thLAr   "noise" "xpom"  "Ubeta"   "bg"    "Plug"  "Q2err" "spa"    beta2  tra  TrigSpa TrigLAr
0.003     3.5 	 	 0.17 	     4.13379       	 0.0166 	 7.1 	 4.3 	 8.3 	 2.1 	 0.7 	 -0.8 	 1.2    0.0   	 -2.2 	 -1.0 	 -1.0 	 -0.3 	 0.2 	 0.3 	 0.5     0.0    0.0     1.0   0.0
0.003     3.5 	 	 0.27 	     3.07619       	 0.0218 	 8.0 	 6.1 	 10.1 	 2.1 	 0.7 	 -1.0 	 0.8    0.0   	 -1.5 	 -1.1 	 -1.2 	 -0.3 	 0.1 	 -3.3 	 -0.8    0.0    0.0     1.0   0.0 
0.003     5.0 	 	 0.027 	     13.4233       	 0.0173 	 13.9 	 7.5 	 15.8 	 2.1 	 -0.3 	 5.3 	 1.2    0.0   	 -2.7 	 -0.5 	 -1.3 	 -0.3 	 0.2 	 0.5 	 -1.4    0.0    0.0     1.0   0.0 
0.003     5.0 	 	 0.043 	     10.5489       	 0.0207 	 9.6 	 4.9 	 10.7 	 2.1 	 1.3 	 2.8 	 0.8    0.0   	 -1.8 	 -0.6 	 -1.1 	 -0.3 	 0.4 	 0.9 	 1.1     0.0    0.0     1.0   0.0
0.003     5.0 	 	 0.067 	     8.34427       	 0.0175 	 8.4 	 4.2 	 9.4 	 2.1 	 0.7 	 0.9 	 1.7    0.0   	 -1.9 	 -0.6 	 -1.1 	 -0.4 	 -0.2 	 0.7 	 0.9     0.0    0.0     1.0   0.0
0.003     5.0 	 	 0.11 	     6.36039       	 0.0193 	 8.4 	 5.2 	 9.9 	 2.1 	 -0.3 	 -1.5 	 2.0    0.0   	 -3.2 	 -0.9 	 -0.9 	 -0.1 	 -0.6 	 0.6 	 -0.3    0.0    0.0     1.0   0.0 
0.003     5.0 	 	 0.17 	     4.94083       	 0.0209 	 9.0 	 4.7 	 10.2 	 2.1 	 -0.4 	 -0.7 	 2.0    0.0   	 -2.8 	 -1.0 	 -1.0 	 -0.7 	 -0.4 	 0.7 	 -0.3    0.0    0.0     1.0   0.0 
0.003     5.0 	 	 0.27 	     3.67675       	 0.0268 	 7.3 	 4.2 	 8.4 	 2.1 	 1.1 	 -0.9 	 1.3    0.0   	 -1.4 	 -1.0 	 -0.9 	 -0.2 	 0.2 	 0.2 	 0.1     0.0    0.0     1.0   0.0
0.003     5.0 	 	 0.43 	     2.57447       	 0.0290 	 9.9 	 7.3 	 12.3 	 2.1 	 0.3 	 0.4 	 0.8    0.0   	 -1.1 	 -0.9 	 -0.7 	 0.0 	 0.1 	 -4.8 	 -0.2    0.0    0.0     1.0   0.0 
0.003     6.5 	 	 0.043 	     12.0276       	 0.0226 	 12.1 	 4.9 	 13.0 	 2.1 	 0.4 	 2.6 	 1.2    0.0   	 -2.3 	 -0.5 	 -0.9 	 -0.2 	 0.3 	 0.3 	 -0.9    0.0    0.0     1.0   0.0 
0.003     6.5 	 	 0.067 	     9.51393       	 0.0215 	 10.9 	 5.1 	 12.1 	 2.1 	 0.4 	 -2.6 	 2.9    0.0   	 -1.0 	 -0.7 	 -1.2 	 -0.2 	 -0.3 	 0.3 	 -1.0    0.0    0.0     1.0   0.0 
0.003     6.5 	 	 0.11 	     7.25196       	 0.0191 	 12.2 	 4.6 	 13.1 	 2.1 	 0.6 	 2.6 	 2.2    0.0   	 -0.9 	 -0.6 	 -0.7 	 0.0 	 0.3 	 0.5 	 -1.2    0.0    0.0     1.0   0.0 
0.003     6.5 	 	 0.17 	     5.63341       	 0.0215 	 9.4 	 3.9 	 10.2 	 2.1 	 0.4 	 -1.3 	 2.3    0.0   	 -0.9 	 -0.5 	 -0.8 	 -0.2 	 0.2 	 0.3 	 0.5     0.0    0.0     1.0   0.0
0.003     6.5 	 	 0.27 	     4.19214       	 0.0247 	 8.7 	 5.0 	 10.1 	 2.1 	 0.6 	 -1.2 	 3.1    0.0   	 -2.5 	 -0.3 	 -0.7 	 -0.1 	 -0.1 	 0.4 	 0.8     0.0    0.0     1.0   0.0
0.003     6.5 	 	 0.43 	     2.93535       	 0.0238 	 8.2 	 4.3 	 9.2 	 2.1 	 1.3 	 -1.3 	 2.4    0.0   	 -1.0 	 0.4 	 -0.3 	 0.0 	 0.3 	 0.2 	 0.2     0.0    0.0     1.0   0.0
0.003     8.5 	 	 0.043 	     13.7541       	 0.0201 	 19.2 	 8.2 	 20.9 	 2.1 	 1.9 	 5.3 	 2.1    0.0   	 2.8 	 -0.1 	 -1.2 	 -0.9 	 0.6 	 0.4 	 1.7     0.0    0.0     1.0   0.0
0.003     8.5 	 	 0.067 	     10.8796       	 0.0226 	 11.8 	 4.7 	 12.7 	 2.1 	 -0.6 	 1.8 	 -1.6   0.0   	 -2.4 	 -0.6 	 -1.2 	 -0.5 	 -0.2 	 0.2 	 1.0     0.0    0.0     1.0   0.0
0.003     8.5 	 	 0.11 	     8.29293       	 0.0201 	 10.2 	 5.0 	 11.3 	 2.1 	 -1.8 	 -1.9 	 1.3    0.0   	 -2.3 	 -0.7 	 -1.1 	 -0.2 	 -0.0 	 0.2 	 -1.9    0.0    0.0     1.0   0.0 
0.003     8.5 	 	 0.17 	     6.44205       	 0.0218 	 10.1 	 3.9 	 10.8 	 2.1 	 0.3 	 -0.5 	 1.3    0.0   	 -1.5 	 -0.6 	 -0.9 	 -0.4 	 -0.4 	 0.2 	 0.5     0.0    0.0     1.0   0.0
0.003     8.5 	 	 0.27 	     4.7939        	 0.0236 	 8.2 	 3.8 	 9.1 	 2.1 	 -0.2 	 -0.6 	 1.7    0.0   	 -1.8 	 -0.6 	 -0.9 	 -0.2 	 0.4 	 0.1 	 -0.3    0.0    0.0     1.0   0.0 
0.003     8.5 	 	 0.43 	     3.3567        	 0.0305 	 8.0 	 3.6 	 8.8 	 2.1 	 0.9 	 -0.9 	 0.7    0.0   	 -1.4 	 -0.1 	 -0.6 	 -0.2 	 -0.1 	 0.1 	 -0.3    0.0    0.0     1.0   0.0 
0.003     8.5 	 	 0.67 	     2.04611       	 0.0397 	 10.9 	 5.7 	 12.4 	 2.1 	 0.5 	 -2.4 	 1.9    0.0   	 3.1 	 1.5 	 0.5 	 -0.4 	 0.4 	 0.0 	 0.9     0.0    0.0     1.0   0.0
0.003     12.0 	 	 0.067 	     12.9269       	 0.0247 	 15.0 	 4.9 	 15.8 	 2.1 	 0.2 	 -0.8 	 1.4    0.0   	 -2.6 	 -0.5 	 -1.3 	 -0.5 	 -0.5 	 0.5 	 1.4     0.0    0.0     1.0   0.0
0.003     12.0 	 	 0.11 	     9.85347       	 0.0242 	 12.1 	 4.2 	 12.8 	 2.1 	 1.5 	 1.7 	 0.5    0.0   	 0.2 	 -0.4 	 -1.1 	 -0.4 	 0.4 	 0.6 	 0.4     0.0    0.0     1.0   0.0
0.003     12.0 	 	 0.17 	     7.6543        	 0.0266 	 10.4 	 4.3 	 11.3 	 2.1 	 -0.3 	 -2.4 	 1.7    0.0   	 -1.6 	 -0.4 	 -0.9 	 -0.2 	 0.5 	 0.4 	 0.5     0.0    0.0     1.0   0.0
0.003     12.0 	 	 0.27 	     5.696         	 0.0226 	 10.5 	 3.1 	 11.0 	 2.1 	 0.3 	 -1.0 	 -0.4   0.0   	 -1.3 	 -0.6 	 -0.8 	 0.0 	 -0.2 	 0.4 	 0.5     0.0    0.0     1.0   0.0
0.003     12.0 	 	 0.43 	     3.98836       	 0.0260 	 9.9 	 5.2 	 11.2 	 2.1 	 1.5 	 -2.3 	 3.1    0.0   	 -1.3 	 -0.3 	 -0.5 	 0.0 	 0.2 	 0.5 	 0.7     0.0    0.0     1.0   0.0
0.003     12.0 	 	 0.67 	     2.43114       	 0.0392 	 10.8 	 4.6 	 11.7 	 2.1 	 0.9 	 0.7 	 1.4    0.0   	 1.2 	 1.5 	 0.4 	 0.0 	 -0.4 	 0.5 	 1.1     0.0    0.0     1.0   0.0
0.003     15.0 	 	 0.067 	     14.4527       	 0.0338 	 14.4 	 5.0 	 15.3 	 2.1 	 1.5 	 1.7 	 1.4    0.0   	 1.1 	 -0.4 	 -1.7 	 0.0 	 0.7 	 -0.1 	 2.2     0.0    0.0     1.0   0.0
