#-*-sh-*-
# 
# H1 HERA-I diffractive DIS data
# 

##########################################################
#  General parameters of this dataset 
##########################################################
AlposName                       "ddis"  # A unique alpos name 
Description                    	"H1 DDIS NC e-p 98-99"
Reference                       "Eur.Phys.J. C48 (2006) 715-748" 
arXiv                           hep-ex/0606004
Inspire                         718190
Title                           "Measurement and QCD Analysis of the Diffractive Deep-Inelastic Scattering Cross Section at HERA"



########################################################## 
#  Theory function settings 
##########################################################  
TheoryFunction                   QcdnumDDISCS


########################################################## 
#  theory parameters, specific to this dataset 
#  not specified parameters are taken from default as
#  specified in the global steering file                                      
##########################################################          
sqrt-s                           301.       # sqrt-s only needed if y is not given in table
e-charge                         -1.
e-polarity                       0.
IsReducedCS                      true
IsNC                             true


##########################################################          
#
#   Data table
#
##########################################################          

#   ColumnType = 4*'Bin','Sigma',14*'Error'
#   ColumnName = 'xp','Q2','beta','mx','reduced x-section','stat','sys','total','unc','lar','ele','theta','noise',xpom','beta','bg','Plug','Q2','spa' 
#   Percent =  14*true

Data {{
"xp"      "Q2"     "beta"           "mx"             "Sigma"          "stat"  "sys"    "tot"  "unc"    "lar" "ele"     thSpac  thLAr   "noise" "xpom"  "Ubeta"   "bg"    "Plug"  "Q2err" "spa" TrigSpa
0.03      15.0 	 	 0.011 	     36.7238       	 0.0354 	 6.6 	 14.7 	 16.1 	 11.2 	 -0.9 	 -1.7 	 -1.3   0.0   	 -1.7 	 1.4 	 -2.0 	 -7.5 	 2.1 	 0.4 	 -0.8    1.0 
0.03      15.0 	 	 0.017 	     29.4509       	 0.0360 	 5.4 	 14.1 	 15.1 	 11.2 	 0.4 	 1.2 	 1.5    0.0   	 -1.6 	 1.4 	 -1.9 	 -7.2 	 3.0 	 0.3 	 0.6     1.0 
0.03      15.0 	 	 0.027 	     23.2499       	 0.0317 	 5.4 	 14.2 	 15.2 	 11.2 	 -1.2 	 -1.4 	 1.5    0.0   	 -1.2 	 1.2 	 -1.6 	 -6.7 	 1.8 	 0.3 	 0.3     1.0 
0.03      15.0 	 	 0.043 	     18.2712       	 0.0271 	 6.7 	 15.1 	 16.5 	 11.2 	 -0.7 	 2.3 	 1.2    0.0   	 -2.2 	 1.5 	 -1.6 	 -8.7 	 2.6 	 0.1 	 0.5     1.0 
0.03      15.0 	 	 0.067 	     14.4527       	 0.0244 	 6.4 	 13.9 	 15.3 	 11.2 	 -0.7 	 1.1 	 0.4    0.0   	 -1.2 	 1.6 	 -1.2 	 -7.2 	 1.6 	 0.4 	 -1.0    1.0 
0.03      15.0 	 	 0.11 	     11.0165       	 0.0239 	 6.1 	 14.9 	 16.1 	 11.2 	 -1.1 	 -0.7 	 0.7    0.0   	 -2.8 	 1.6 	 -1.3 	 -7.8 	 1.8 	 0.2 	 -0.2    1.0 
0.03      20.0 	 	 0.011 	     42.405        	 0.0307 	 9.7 	 15.1 	 17.9 	 11.2 	 -0.3 	 -0.6 	 0.9    0.0   	 -2.0 	 1.3 	 -2.4 	 -7.7 	 2.7 	 0.6 	 1.1     1.0 
0.03      20.0 	 	 0.017 	     34.0069       	 0.0391 	 7.3 	 14.4 	 16.1 	 11.2 	 0.4 	 -1.1 	 -1.2   0.0   	 -2.5 	 1.1 	 -2.0 	 -6.7 	 2.6 	 0.6 	 1.3     1.0 
0.03      20.0 	 	 0.027 	     26.8466       	 0.0321 	 5.9 	 13.4 	 14.6 	 11.2 	 -0.6 	 -0.8 	 1.3    0.0   	 -2.3 	 1.1 	 -1.6 	 -6.2 	 1.0 	 0.6 	 0.7     1.0 
0.03      20.0 	 	 0.043 	     21.0978       	 0.0292 	 6.2 	 13.5 	 14.9 	 11.2 	 0.7 	 -2.2 	 1.3    0.0   	 -0.1 	 1.1 	 -1.3 	 -6.4 	 2.1 	 0.6 	 -0.8    1.0 
0.03      20.0 	 	 0.067 	     16.6885       	 0.0285 	 6.0 	 13.3 	 14.6 	 11.2 	 -1.1 	 -0.8 	 0.6    0.0   	 -1.9 	 1.1 	 -1.2 	 -5.8 	 2.5 	 0.6 	 -0.7    1.0 
0.03      20.0 	 	 0.11 	     12.7208       	 0.0235 	 7.0 	 13.7 	 15.4 	 11.2 	 -0.5 	 -0.4 	 -0.8   0.0   	 -0.9 	 1.6 	 -1.1 	 -7.0 	 2.1 	 0.6 	 -0.5    1.0 
0.03      25.0 	 	 0.011 	     47.4102       	 0.0348 	 25.7 	 14.1 	 29.3 	 11.2 	 -1.3 	 3.1 	 1.5    0.0   	 -2.9 	 0.3 	 -2.1 	 -2.9 	 4.8 	 0.2 	 3.3     1.0 
0.03      25.0 	 	 0.017 	     38.0209       	 0.0385 	 8.3 	 14.3 	 16.5 	 11.2 	 0.6 	 0.8 	 1.3    0.0   	 -0.8 	 1.4 	 -2.0 	 -7.6 	 2.0 	 0.6 	 1.2     1.0 
0.03      25.0 	 	 0.027 	     30.0154       	 0.0384 	 6.4 	 13.5 	 14.9 	 11.2 	 -0.1 	 -1.5 	 1.7    0.0   	 -2.4 	 1.3 	 -1.5 	 -6.1 	 1.8 	 0.5 	 0.1     1.0 
0.03      25.0 	 	 0.043 	     23.588        	 0.0305 	 6.5 	 12.5 	 14.1 	 11.2 	 -0.6 	 -0.6 	 1.1    0.0   	 -2.2 	 0.9 	 -0.8 	 -4.0 	 2.4 	 0.3 	 0.6     1.0 
0.03      25.0 	 	 0.067 	     18.6584       	 0.0274 	 6.7 	 14.8 	 16.2 	 11.2 	 -1.0 	 -1.1 	 0.9    0.0   	 -1.7 	 1.4 	 -1.5 	 -7.9 	 2.4 	 0.7 	 -1.1    1.0 
0.03      25.0 	 	 0.11 	     14.2223       	 0.0258 	 6.2 	 14.1 	 15.4 	 11.2 	 -1.4 	 -0.8 	 0.9    0.0   	 -1.1 	 1.7 	 -1.2 	 -7.6 	 2.2 	 0.6 	 -0.5    1.0 
0.03      25.0 	 	 0.17 	     11.048        	 0.0265 	 6.4 	 14.6 	 16.0 	 11.2 	 0.5 	 1.0 	 1.0    0.0   	 -2.2 	 1.7 	 -1.4 	 -8.2 	 1.6 	 0.5 	 -1.1    1.0 
0.03      35.0 	 	 0.017 	     44.9869       	 0.0533 	 14.7 	 13.7 	 20.1 	 11.2 	 -2.7 	 3.8 	 1.2    0.0   	 -2.9 	 0.4 	 -1.7 	 -3.2 	 -2.7 	 0.7 	 1.9     1.0 
0.03      35.0 	 	 0.027 	     35.5147       	 0.0415 	 7.7 	 13.0 	 15.1 	 11.2 	 1.3 	 1.6 	 0.5    0.0   	 -0.7 	 0.8 	 -1.3 	 -4.7 	 2.9 	 0.8 	 0.4     1.0 
0.03      35.0 	 	 0.043 	     27.9097       	 0.0411 	 6.9 	 13.1 	 14.8 	 11.2 	 -1.1 	 -1.7 	 0.3    0.0   	 -1.5 	 0.7 	 -1.0 	 -3.8 	 2.0 	 0.6 	 -0.6    1.0 
0.03      35.0 	 	 0.067 	     22.0769       	 0.0312 	 7.1 	 13.9 	 15.6 	 11.2 	 0.9 	 -1.2 	 1.1    0.0   	 -1.2 	 1.3 	 -1.3 	 -6.7 	 2.9 	 0.9 	 1.2     1.0 
0.03      35.0 	 	 0.11 	     16.828        	 0.0311 	 6.7 	 14.3 	 15.8 	 11.2 	 -0.9 	 -0.6 	 0.6    0.0   	 -2.2 	 1.6 	 -1.2 	 -7.8 	 1.7 	 1.0 	 -0.9    1.0 
0.03      35.0 	 	 0.17 	     13.0722       	 0.0258 	 7.0 	 14.3 	 15.9 	 11.2 	 -0.6 	 0.9 	 1.4    0.0   	 -1.3 	 1.8 	 -1.0 	 -7.3 	 2.6 	 0.9 	 -0.3    1.0 
0.03      35.0 	 	 0.27 	     9.72778       	 0.0289 	 7.3 	 14.6 	 16.4 	 11.2 	 0.8 	 -1.8 	 0.8    0.0   	 0.2 	 1.9 	 -1.1 	 -8.4 	 2.6 	 0.9 	 0.3     1.0 
0.03      45.0 	 	 0.027 	     40.2699       	 0.0504 	 11.7 	 13.3 	 17.7 	 11.2 	 -1.0 	 -1.8 	 1.1    0.0   	 -2.4 	 0.6 	 -1.3 	 -3.6 	 2.0 	 0.7 	 0.9     1.0 
0.03      45.0 	 	 0.043 	     31.6467       	 0.0402 	 8.6 	 12.6 	 15.3 	 11.2 	 1.4 	 -1.1 	 0.2    0.0   	 -1.6 	 0.8 	 -1.1 	 -4.2 	 1.3 	 0.6 	 -0.8    1.0 
0.03      45.0 	 	 0.067 	     25.0328       	 0.0390 	 10.1 	 13.7 	 17.0 	 11.2 	 -1.7 	 -0.3 	 -1.5   0.0   	 -0.7 	 1.4 	 -1.2 	 -6.6 	 2.4 	 0.7 	 -1.0    1.0 
0.03      45.0 	 	 0.11 	     19.0812       	 0.0250 	 8.7 	 14.5 	 16.9 	 11.2 	 -0.9 	 -1.1 	 1.2    0.0   	 -1.1 	 1.6 	 -1.2 	 -8.2 	 2.0 	 0.9 	 -0.6    1.0 
0.03      45.0 	 	 0.17 	     14.8225       	 0.0260 	 8.2 	 15.3 	 17.4 	 11.2 	 2.1 	 0.5 	 1.4    0.0   	 -2.3 	 1.9 	 -1.3 	 -9.2 	 1.5 	 1.0 	 -0.1    1.0 
0.03      45.0 	 	 0.27 	     11.0303       	 0.0215 	 8.2 	 14.7 	 16.8 	 11.2 	 0.7 	 -2.3 	 0.8    0.0   	 -1.3 	 1.7 	 -1.4 	 -7.8 	 2.3 	 1.0 	 1.0     1.0 
0.03      60.0 	 	 0.043 	     36.5424       	 0.0382 	 13.7 	 13.6 	 19.3 	 11.2 	 1.4 	 1.8 	 2.2    0.0   	 1.1 	 1.1 	 -1.5 	 -5.7 	 2.6 	 1.0 	 2.3     1.0 
0.03      60.0 	 	 0.067 	     28.9054       	 0.0387 	 9.4 	 13.4 	 16.4 	 11.2 	 0.8 	 -3.1 	 1.1    0.0   	 1.3 	 1.2 	 -1.2 	 -5.6 	 1.7 	 0.7 	 0.5     1.0 
0.03      60.0 	 	 0.11 	     22.033        	 0.0265 	 9.2 	 13.5 	 16.3 	 11.2 	 0.8 	 -0.3 	 0.9    0.0   	 -1.0 	 1.4 	 -1.0 	 -6.8 	 1.9 	 0.7 	 -0.8    1.0 
0.03      60.0 	 	 0.17 	     17.1155       	 0.0264 	 8.5 	 16.2 	 18.3 	 11.2 	 1.2 	 -1.2 	 1.7    0.0   	 -1.8 	 2.0 	 -1.4 	 -10.5 	 3.2 	 1.2 	 0.7     1.0 
0.03      60.0 	 	 0.27 	     12.7366       	 0.0222 	 13.6 	 17.0 	 21.8 	 11.2 	 -0.5 	 -1.0 	 1.0    0.0   	 1.8 	 2.3 	 -1.3 	 -11.6 	 2.3 	 1.3 	 0.3     1.0 
0.03      60.0 	 	 0.43 	     8.91823       	 0.0277 	 8.9 	 17.2 	 19.4 	 11.2 	 1.3 	 -1.6 	 -1.2   0.0   	 1.3 	 2.8 	 -0.9 	 -11.7 	 3.0 	 1.4 	 1.2     1.0 
0.03      90.0 	 	 0.067 	     35.4017       	 0.0341 	 33.7 	 19.9 	 39.1 	 11.2 	 -0.5 	 -4.3 	 1.2    0.0   	 -5.7 	 1.3 	 -1.7 	 -5.6 	 -3.1 	 1.5 	 -0.8    1.0 
0.03      90.0 	 	 0.11 	     26.9848       	 0.0337 	 14.4 	 12.7 	 19.2 	 11.2 	 1.6 	 -1.3 	 -1.1   0.0   	 -0.5 	 1.2 	 -0.7 	 -3.9 	 1.8 	 1.0 	 0.3     1.0 
0.03      90.0 	 	 0.17 	     20.9622       	 0.0368 	 10.4 	 14.1 	 17.5 	 11.2 	 2.0 	 -2.3 	 1.5    0.0   	 -1.9 	 1.4 	 -1.1 	 -6.7 	 2.1 	 1.2 	 0.7     1.0 
0.03      90.0 	 	 0.27 	     15.5991       	 0.0269 	 10.3 	 13.5 	 17.0 	 11.2 	 -0.5 	 -1.3 	 1.6    0.0   	 0.7 	 1.3 	 -1.1 	 -6.5 	 1.5 	 1.2 	 -0.5    1.0 
0.03      90.0 	 	 0.43 	     10.9226       	 0.0328 	 10.6 	 14.0 	 17.5 	 11.2 	 -0.3 	 -1.6 	 -1.5   0.0   	 -1.3 	 1.4 	 -0.6 	 -6.2 	 2.2 	 1.1 	 -1.3    1.0 
0.03      90.0 	 	 0.67 	     6.65795       	 0.0289 	 20.9 	 16.8 	 26.8 	 11.2 	 2.1 	 1.7 	 1.4    0.0   	 2.3 	 3.3 	 0.8 	 -9.3 	 3.5 	 1.8 	 3.0     1.0 
}} 



Subsets { Q2 }

Cuts { }

TheoryFactors { }

ErrorSet                   "H1-HERAI"
ErrorUnit                  percent

SysCorr                   1

Errors {{
 ErrorName       Column          Correlation      Nature
  stat           stat             ESM0            P
  unc            unc              EYM0		  M
  lar            lar              EYM1		  M
  ele            ele              EYM1		  M
  thSpac          thSpac            EYM1		  M
  noise          noise            EYM1		  M
  xpom           xpom             EYM1		  M
  beta           Ubeta             EYM1		  M
  bg             bg               EYM1		  M
  Plug           Plug             EYM1		  M
  Q2             Q2err            EYM1		  M
  spa            spa              EYM1            M
# TrigSpa       TrigSpa            EYM0            M
# TrigLAr       TrigLAr            EYM0            M
  lumi           1.5              EYM1            M
#  RadekNorm      10               EYM1            M

}}


